,index,score_df1,claim_name,ncbi_gene_id_df1,ncbi_gene_id_df2,score_df2,score_ratio
3643,4772,0.0001675743611227,DCX,1641,1641,0.000165805634153,1.0106674720598932
3243,4324,0.0001675743611227,GADD45AP1,1648,1648,0.000165805634153,1.0106674720598932
3030,4695,0.0001675743611227,DMXL1,1657,1657,0.000165805634153,1.0106674720598932
2798,3780,0.0001675743611227,CDC25A,993,993,0.0001658058088049,1.0106664074711702
2682,3622,0.0001675743611227,FTH1P2,2497,2497,0.0001658058088049,1.0106664074711702
4298,3156,0.0001675743611227,CTSLP2,1517,1517,0.0001658058428391,1.010666200016342
3607,2499,0.0001675743611227,HGD,3081,3081,0.000165806154711,1.0106642990109864
2969,4762,0.0001675743611227,GPRC5D,55507,55507,0.0001658077737065,1.0106544305897687
2937,4727,0.0001675743611227,FYB1,2533,2533,0.0001658078919405,1.0106537099140849
2599,3701,0.0001675743611227,BMP10,27302,27302,0.0001658097929565,1.0106421227283175
3220,4445,0.0001675743611227,SOAT2,8435,8435,0.0001658100843127,1.010640346860163
3112,4198,0.0001675743611227,FHL1,2273,2273,0.0001658100982622,1.0106402618356218
3759,2636,0.0001675743611227,CALU,813,813,0.0001658126264086,1.0106248525957167
3105,4245,0.0001675743611227,BTF3P1,693,693,0.0001658138172989,1.010617594193772
2995,4696,0.0001675743611227,KLF9,687,687,0.0001658138172989,1.010617594193772
2994,4697,0.0001675743611227,BTF3,689,689,0.0001658138172989,1.010617594193772
3082,4316,0.0001675743611227,LAT,27040,27040,0.0001658145229814,1.0106132931522374
2859,4604,0.0001675743611227,POU2F2,5452,5452,0.0001658162659997,1.0106026698430368
2526,4086,0.0001675743611227,CD59,966,966,0.0001658177875098,1.010593396759658
2320,4011,0.0001675743611227,ADGRB1,575,575,0.0001658193945712,1.0105836024551786
3457,2896,0.0001675743611227,TOB1,10140,10140,0.0001658198110207,1.0105810644168505
2752,3745,0.0001675743611227,ADAM3A,1587,1587,0.0001658202537616,1.010578366160396
2326,4017,0.0001675743611227,KMT2D,8085,8085,0.000165820386535,1.0105775569841033
4343,3175,0.0001675743611227,PRRT2,112476,112476,0.000165821661007,1.0105697898878603
3386,2668,0.0001675743611227,GPR39,2863,2863,0.0001658228135172,1.0105627661740182
3223,4448,0.0001675743611227,CARM1,10498,10498,0.0001658230146994,1.01056154012442
2627,3601,0.0001675743611227,ATP8B1,5205,5205,0.0001658233369945,1.010559575991756
2965,4757,0.0001675743611227,EFNA5,1946,1946,0.0001658238570267,1.0105564068246111
3230,4347,0.0001675743611227,ELF5,2001,2001,0.0001658262942775,1.0105415540570104
3794,2513,0.0001675743611227,ZBTB4,57659,57659,0.0001658276874315,1.010533064280484
3784,2519,0.0001675743611227,CHRFAM7A,89832,89832,0.0001658276874315,1.010533064280484
2195,995,0.0001675743611227,HYKK,123688,123688,0.0001658276874315,1.010533064280484
580,1378,0.0001675743611227,GDI2,2665,2665,0.0001658287695257,1.0105264701775978
3777,2532,0.0001675743611227,GDI2P1,2667,2667,0.0001658287695257,1.0105264701775978
2744,3851,0.0001675743611227,SUFU,51684,51684,0.0001658303857855,1.010516621118254
527,2279,0.0001675743611227,CFH,3075,3075,0.0001658314593874,1.0105100789786117
2609,3694,0.0001675743611227,ASLP1,436,436,0.0001658343941078,1.010492196291735
2721,3863,0.0001675743611227,EIF4H,7458,7458,0.0001658348701783,1.0104892954209796
4096,3076,0.0001675743611227,CARD9,64170,64170,0.0001658370158205,1.0104762214491394
2412,4021,0.0001675743611227,SNW1,22938,22938,0.0001658377616239,1.0104716771487692
3909,3307,0.0001675743611227,SMTN,6525,6525,0.0001658377616239,1.0104716771487692
2712,3837,0.0001675743611227,NCAN,1463,1463,0.0001658380109017,1.0104701582680535
3179,4401,0.0001675743611227,STK16,8576,8576,0.0001658413635695,1.0104497304888218
3279,4368,0.0001675743611227,PAK3,5063,5063,0.0001658413635695,1.0104497304888218
1190,1914,0.0001675743611227,BMP2K,55589,55589,0.0001658413635695,1.0104497304888218
3888,3394,0.0001675743611227,STK10,6793,6793,0.0001658413635695,1.0104497304888218
3267,4391,0.0001675743611227,STK33,65975,65975,0.0001658413635695,1.0104497304888218
3531,2870,0.0001675743611227,STK4,6789,6789,0.0001658413635695,1.0104497304888218
2883,4504,0.0001675743611227,BRSK2,9024,9024,0.0001658413635695,1.0104497304888218
2448,4133,0.0001675743611227,MARK1,4139,4139,0.0001658413635695,1.0104497304888218
3221,4446,0.0001675743611227,STK38L,23012,23012,0.0001658413635695,1.0104497304888218
3530,2875,0.0001675743611227,FGF13,2258,2258,0.000165841459305,1.0104491471852826
3621,2477,0.0001675743611227,FKBP1AP1,2282,2282,0.000165841459305,1.0104491471852826
3877,3419,0.0001675743611227,SEMA4D,10507,10507,0.0001658415720893,1.0104484600065595
2860,4594,0.0001675743611227,OXER1,165140,165140,0.0001658421571338,1.0104448954285035
2907,4539,0.0001675743611227,CLNK,116449,116449,0.0001658426695748,1.0104417732320627
2358,3905,0.0001675743611227,CASP5,838,838,0.0001658431263002,1.0104389905154478
4167,2988,0.0001675743611227,CASP14,23581,23581,0.0001658431263002,1.0104389905154478
2866,4598,0.0001675743611227,CASP10,843,843,0.0001658431263002,1.0104389905154478
1936,1285,0.0001675743611227,CASP12,100506742,100506742,0.0001658431263002,1.0104389905154478
2865,4596,0.0001675743611227,CASP4,837,837,0.0001658431263002,1.0104389905154478
3382,2664,0.0001675743611227,ADAM3B,1596,1596,0.0001658433627112,1.0104375501268288
3315,2741,0.0001675743611227,TIRAP,114609,114609,0.0001658435169705,1.0104366102686297
1091,1805,0.0001675743611227,SLC22A4,6583,6583,0.0001658435169705,1.0104366102686297
2416,4118,0.0001675743611227,ANO1,55107,55107,0.0001658435780614,1.010436238059572
2912,4528,0.0001675743611227,BSCL2,26580,26580,0.0001658437704885,1.0104350656590988
2924,4521,0.0001675743611227,LMNB2,84823,84823,0.0001658437704885,1.0104350656590988
2928,4526,0.0001675743611227,AGPAT2,10555,10555,0.0001658437704885,1.0104350656590988
4066,3463,0.0001675743611227,MAPKAPK3,7867,7867,0.0001658453111347,1.0104256790630375
1394,632,0.0001675743611227,PRKACG,5568,5568,0.00016584650338,1.0104184152664408
1019,2038,0.0001675743611227,RYR2,6262,6262,0.0001658475812063,1.0104118486615252
1132,1746,0.0001675743611227,MMADHC,27249,27249,0.0001658481091925,1.0104086319621306
2323,4014,0.0001675743611227,KCNMB2,10242,10242,0.0001658488692539,1.0104040014053906
1208,1902,0.0001675743611227,ABHD6,57406,57406,0.0001658494209617,1.0104006402373775
3653,2361,0.0001675743611227,DAGLB,221955,221955,0.0001658494209617,1.0104006402373775
3147,4215,0.0001675743611227,RFC1,5981,5981,0.0001658501693287,1.0103960809987647
3204,4466,0.0001675743611227,PLCE1,51196,51196,0.0001658513994381,1.010388586954571
2836,4560,0.0001675743611227,NELL1,4745,4745,0.0001658513994381,1.010388586954571
3160,4417,0.0001675743611227,LUC7L2,51631,51631,0.0001658513994381,1.010388586954571
2814,4583,0.0001675743611227,BEST3,144453,144453,0.0001658513994381,1.010388586954571
3206,4452,0.0001675743611227,ANKFN1,162282,162282,0.0001658513994381,1.010388586954571
2913,4510,0.0001675743611227,ADO,84890,84890,0.0001658513994381,1.010388586954571
2916,4512,0.0001675743611227,NUCB2,4925,4925,0.0001658513994381,1.010388586954571
2927,4525,0.0001675743611227,DIAPH3,81624,81624,0.0001658513994381,1.010388586954571
3251,4333,0.0001675743611227,YEATS4,8089,8089,0.0001658513994381,1.010388586954571
2837,4561,0.0001675743611227,TTC6,319089,319089,0.0001658513994381,1.010388586954571
2832,4563,0.0001675743611227,ILKAP,80895,80895,0.0001658513994381,1.010388586954571
2838,4562,0.0001675743611227,UGGT2,55757,55757,0.0001658513994381,1.010388586954571
3086,4302,0.0001675743611227,FBXL17,64839,64839,0.0001658513994381,1.010388586954571
2466,4169,0.0001675743611227,VASP,7408,7408,0.0001658513994381,1.010388586954571
4134,3092,0.0001675743611227,RAB27A,5873,5873,0.0001658519698187,1.0103851121327219
4139,3091,0.0001675743611227,SH2D1A,4068,4068,0.0001658519698187,1.0103851121327219
3467,2947,0.0001675743611227,STXBP2,6813,6813,0.0001658519698187,1.0103851121327219
2264,905,0.0001675743611227,UNC13D,201294,201294,0.0001658519698187,1.0103851121327219
2265,904,0.0001675743611227,STX11,8676,8676,0.0001658519698187,1.0103851121327219
1056,1787,0.0001675743611227,SIRT7,51547,51547,0.0001658524483952,1.0103821966100672
4105,3047,0.0001675743611227,SIRT6,51548,51548,0.0001658524483952,1.0103821966100672
3585,2434,0.0001675743611227,SIRT4,23409,23409,0.0001658524483952,1.0103821966100672
404,2315,0.0001675743611227,FZD5,7855,7855,0.0001658530818065,1.0103783378484832
403,1544,0.0001675743611227,FZD7,8324,8324,0.0001658530818065,1.0103783378484832
2362,3909,0.0001675743611227,ALDOB,229,229,0.0001658530818065,1.0103783378484832
2381,3910,0.0001675743611227,ALDOC,230,230,0.0001658530818065,1.0103783378484832
3616,2471,0.0001675743611227,FBN2,2201,2201,0.0001658532890772,1.010377075155253
3718,2580,0.0001675743611227,AMOT,154796,154796,0.0001658550222395,1.0103665168529972
3332,2797,0.0001675743611227,MT1IP,644314,644314,0.0001658565429433,1.0103572530146565
2848,4613,0.0001675743611227,STIM2,57620,57620,0.0001658578762695,1.0103491307847865
3164,4424,0.0001675743611227,BYSL,705,705,0.0001658579056017,1.0103489521031455
3987,3534,0.0001675743611227,FOSB,2354,2354,0.0001658600677147,1.0103357814308191
806,1721,0.0001675743611227,PCYT2,5833,5833,0.000165860192449,1.0103350216130196
4132,3103,0.0001675743611227,CMPK1,51727,51727,0.000165860192449,1.0103350216130196
4141,3101,0.0001675743611227,PCYT1A,5130,5130,0.000165860192449,1.0103350216130196
2176,932,0.0001675743611227,CHPT1,56994,56994,0.000165860192449,1.0103350216130196
1256,2204,0.0001675743611227,PGK1,5230,5230,0.000165860192449,1.0103350216130196
437,2306,0.0001675743611227,OCRL,4952,4952,0.0001658630391458,1.010317681297252
2765,3740,0.0001675743611227,AKR1D1,6718,6718,0.0001658648298593,1.0103067736834275
3055,4250,0.0001675743611227,DHCR7,1717,1717,0.0001658648298593,1.0103067736834275
2911,4544,0.0001675743611227,HSD3B7,80270,80270,0.0001658648298593,1.0103067736834275
