multiplex	node	score
1	7026	1.4508910636940262e-05
1	1950	1.4498153246286206e-05
1	7430	1.4469688912538046e-05
1	887	1.4396316038207415e-05
1	489	1.4395386047134647e-05
1	2931	1.4391252461603426e-05
1	6818	1.4375282232861475e-05
1	1594	1.4340981073675028e-05
1	3551	1.4332183129236365e-05
1	688	1.4329504977786115e-05
1	2938	1.4319886565563355e-05
1	201163	1.4305553365718793e-05
1	6717	1.4279567777343978e-05
1	8714	1.427441621198189e-05
1	3135	1.4247588040704254e-05
1	624	1.4243943412266926e-05
1	5613	1.4226699625936663e-05
1	2869	1.4206532092825271e-05
1	1048	1.4170321472695282e-05
1	8536	1.4158659076131552e-05
1	1191	1.4124520519174111e-05
1	7046	1.4108245217880782e-05
1	6794	1.4094658065454189e-05
1	7132	1.4062212562475608e-05
1	8061	1.4059905395588262e-05
1	4602	1.4013187340308593e-05
1	6401	1.4009301621700415e-05
1	1800	1.3977177404821924e-05
1	84446	1.396142810672281e-05
1	488	1.3959761742616964e-05
1	1393	1.3941986770484331e-05
1	317	1.3926991679310616e-05
1	4286	1.3926592504175826e-05
1	387129	1.3893791481487504e-05
1	445	1.3885362260650415e-05
1	481	1.3851922814748902e-05
1	93107	1.3836195938912066e-05
1	1452	1.3814219029344597e-05
1	85363	1.3807536392616227e-05
1	5052	1.3797474601624182e-05
1	26191	1.3730631139392695e-05
1	10213	1.3717104286445965e-05
1	4128	1.3669008621068678e-05
1	2069	1.365266561199061e-05
1	4089	1.3595376263031104e-05
1	5144	1.3578342151696789e-05
1	7048	1.3577044369928461e-05
1	208	1.35352602176651e-05
1	1981	1.3489054072362045e-05
1	8792	1.3473075090866464e-05
1	2246	1.346035044771869e-05
1	84159	1.3452357139448014e-05
1	6188	1.3446469954050465e-05
1	4760	1.3435700325484376e-05
1	7431	1.3427872762047459e-05
1	23327	1.3397765674338516e-05
1	5605	1.3343207603812165e-05
1	678	1.3338441779263298e-05
1	9261	1.3336584552595912e-05
1	2242	1.3331052418523317e-05
1	238	1.331232873098601e-05
1	2206	1.3284945399161749e-05
1	5598	1.3278801124738478e-05
1	4140	1.3226803506865232e-05
1	1029	1.3203421575393154e-05
1	153	1.3203340456613385e-05
1	5734	1.3201405635476258e-05
1	3488	1.3172335652766264e-05
1	6863	1.316749197583503e-05
1	773	1.3131494981854922e-05
1	1399	1.3101321494708351e-05
1	2395	1.3062314803528017e-05
1	1634	1.3058286065161325e-05
1	1892	1.3017567547141419e-05
1	7367	1.3012564169527918e-05
1	1032	1.3006399239082722e-05
1	9448	1.3002163068224124e-05
1	8862	1.2986281722736239e-05
1	842	1.297970977775239e-05
1	7941	1.2963661464570078e-05
1	994	1.2924522026028177e-05
1	811	1.2915516152377487e-05
1	2551	1.2915388878011599e-05
1	10188	1.2904122459870996e-05
1	54541	1.287323153500931e-05
1	4294	1.2870996691912068e-05
1	5829	1.2862631789491473e-05
1	6288	1.2846288616036054e-05
1	4297	1.282883007228675e-05
1	6581	1.282070626123858e-05
1	4323	1.2819117082764498e-05
1	5142	1.2811478269348553e-05
1	4057	1.2784508312698282e-05
1	2146	1.2781782085029652e-05
1	6582	1.2752527986319747e-05
1	94	1.274893642730478e-05
1	1464	1.273422729010409e-05
1	2074	1.2733526493409857e-05
1	1312	1.2724015075474454e-05
1	5608	1.2721845783356589e-05
1	2158	1.2721341264028184e-05
1	4921	1.2706356452553394e-05
1	3055	1.2686245681657307e-05
1	6046	1.2683596766660428e-05
1	26354	1.2655130242413713e-05
1	112744	1.2645451848842923e-05
1	2947	1.2641618973820476e-05
1	3362	1.261572140042736e-05
1	2693	1.2608237250539774e-05
1	6351	1.2591169056135734e-05
1	1392	1.2578363582927058e-05
1	5008	1.2577549127320595e-05
1	3115	1.2566919456425884e-05
1	348980	1.2536268195351701e-05
1	2244	1.2513140440181362e-05
1	7442	1.2512789888960671e-05
1	8989	1.2507117644369197e-05
1	2309	1.2505873457935369e-05
1	84618	1.2484102242199137e-05
1	7052	1.2452840125212342e-05
1	867	1.2430888348724913e-05
1	9612	1.2424503060338132e-05
1	5770	1.2423306868643136e-05
1	6098	1.2422127189922429e-05
1	3297	1.2420743431625625e-05
1	613	1.2419719961888392e-05
1	815	1.2411757443976532e-05
1	640	1.24009395600352e-05
1	1134	1.2392243994032087e-05
1	5965	1.2385193106078915e-05
1	84706	1.2381401520998342e-05
1	89845	1.2370585074697607e-05
1	6646	1.2348512974216992e-05
1	1535	1.2340676020375482e-05
1	8851	1.2324269767885586e-05
1	10060	1.2316912675598937e-05
1	2571	1.2300832949485741e-05
1	2268	1.2291162357531873e-05
1	6868	1.2235716570577955e-05
1	6530	1.2213129313921175e-05
1	57551	1.2200940359730828e-05
1	6228	1.2200138843191078e-05
1	7006	1.2180544512976248e-05
1	7291	1.2159789882332822e-05
1	567	1.2149811457191383e-05
1	1839	1.2138197614199115e-05
1	1454	1.2123619103693195e-05
1	9252	1.2082175161024903e-05
1	5327	1.2025292167954383e-05
1	1645	1.2000986402852736e-05
1	2904	1.1992129084690102e-05
1	6788	1.1982109361658001e-05
1	9978	1.1962639042961492e-05
1	2891	1.195628848622158e-05
1	2056	1.1933884940384632e-05
1	8317	1.193250775985737e-05
1	55902	1.1904775201475e-05
1	546	1.1901126283801558e-05
1	356	1.1887695923360761e-05
1	340273	1.1887250290136867e-05
1	360	1.1861032018070931e-05
1	3931	1.1848191452147561e-05
1	4486	1.1836196105934358e-05
1	23236	1.1835693148245135e-05
1	29110	1.1804394441903557e-05
1	2326	1.1801850533622366e-05
1	1182	1.1795814746889077e-05
1	5034	1.1766033927671757e-05
1	6354	1.1709323919661046e-05
1	4831	1.1708737782431392e-05
1	51741	1.1692017032135767e-05
1	29126	1.166325333670713e-05
1	2903	1.1622968933116358e-05
1	5366	1.1607113568466435e-05
1	3329	1.1604787837245372e-05
1	5340	1.1586430742566927e-05
1	7531	1.1582973429230126e-05
1	3636	1.1566761277409388e-05
1	2053	1.1559685536563474e-05
1	3605	1.1537649410908561e-05
1	7450	1.1532010505411881e-05
1	51733	1.1531698439356457e-05
1	7363	1.1509765107109167e-05
1	331	1.1497540470816868e-05
1	7520	1.1486868907129451e-05
1	51347	1.1477072716347326e-05
1	8913	1.1455381517528273e-05
1	760	1.1445558784128536e-05
1	6789	1.141991331192655e-05
1	6647	1.1418949921822974e-05
1	9833	1.1405405907634947e-05
1	10253	1.1377466085616347e-05
1	5727	1.1361835785279434e-05
1	1804	1.1323772483055153e-05
1	6531	1.1317836628224197e-05
1	369	1.129542648101808e-05
1	231	1.1255674359715675e-05
1	4312	1.1238999421492969e-05
1	2906	1.1236291854732524e-05
1	687	1.1210579394622652e-05
1	4781	1.121023279044922e-05
1	10769	1.1189899812460495e-05
1	6285	1.1186141802543619e-05
1	60	1.1183852548260024e-05
1	650	1.1171614319575827e-05
1	51561	1.1165351279375558e-05
1	9153	1.1149338770300166e-05
1	5154	1.114561684908197e-05
1	2047	1.1133823375468294e-05
1	6732	1.1120799967157587e-05
1	7248	1.108702394382239e-05
1	93649	1.1076214883911175e-05
1	5696	1.1070282861818628e-05
1	29119	1.1066403591081332e-05
1	9619	1.1032383721331738e-05
1	7161	1.1020363249155059e-05
1	4192	1.1010191746017606e-05
1	5460	1.0989683450914809e-05
1	9367	1.0948509348577822e-05
1	7153	1.0939701611884777e-05
1	53919	1.0885699931436162e-05
1	364	1.0878137384572668e-05
1	27035	1.0865518479528844e-05
1	1845	1.0855336707246135e-05
1	7535	1.0838749344532609e-05
1	1435	1.0830904428931e-05
1	79611	1.0822179278641666e-05
1	4087	1.0821014673600104e-05
1	55294	1.0814771667780822e-05
1	1137	1.0801502255350176e-05
1	1455	1.078403621245059e-05
1	5739	1.0754432292453704e-05
1	7849	1.0749719448245387e-05
1	3659	1.0744834305019277e-05
1	1180	1.0730598201253129e-05
1	64061	1.0724193410354827e-05
1	2328	1.0720456481402946e-05
1	6319	1.0719305851374146e-05
1	1136	1.0716425226546027e-05
