multiplex	node	score
1	9939	3.5391629558962434e-07
1	1602	3.5380735158415764e-07
1	7804	3.5341314459237266e-07
1	4069	3.5300377515305407e-07
1	1835	3.5300123876858313e-07
1	6649	3.529663484293976e-07
1	54518	3.5274456901168627e-07
1	169044	3.527130335807248e-07
1	9500	3.5264556104272097e-07
1	221322	3.5242181945037177e-07
1	4931	3.521421880796345e-07
1	140609	3.5192345865667514e-07
1	8674	3.518823552444284e-07
1	8815	3.51432904602735e-07
1	8349	3.5132858108627703e-07
1	10435	3.512648408370043e-07
1	26994	3.508246203755656e-07
1	9628	3.5043338716433636e-07
1	4841	3.502917685383165e-07
1	79755	3.502571860349054e-07
1	3868	3.4994529563699526e-07
1	5269	3.4956171493679423e-07
1	81542	3.4935230075067445e-07
1	11128	3.492255052787124e-07
1	7477	3.490515785597688e-07
1	10600	3.4883553635526753e-07
1	6569	3.4855667709109946e-07
1	10048	3.48529284576776e-07
1	2798	3.484676714268759e-07
1	283431	3.4846025430115294e-07
1	5510	3.484273685485138e-07
1	2107	3.483911528651e-07
1	29937	3.483667945524999e-07
1	2239	3.4834302065157523e-07
1	84985	3.478866288415829e-07
1	347273	3.4779491133183674e-07
1	1409	3.477804379923018e-07
1	222166	3.475798371029708e-07
1	55843	3.475700697752282e-07
1	125988	3.471849334739075e-07
1	2719	3.471728297242062e-07
1	112483	3.4704517226357896e-07
1	10557	3.469786661523293e-07
1	25898	3.469518520987313e-07
1	26058	3.4691648043676553e-07
1	23295	3.469015242391999e-07
1	8572	3.467599316900242e-07
1	85462	3.46331597454432e-07
1	2631	3.462701268296533e-07
1	149951	3.4581592618254296e-07
1	5524	3.456563354471343e-07
1	23268	3.4563043311967314e-07
1	22979	3.4550451628993635e-07
1	4055	3.45447113615197e-07
1	3232	3.454183733405428e-07
1	114882	3.4537505413909884e-07
1	9712	3.4532924565144335e-07
1	7478	3.451620036545184e-07
1	1524	3.451026603132466e-07
1	23613	3.4499338118520625e-07
1	55773	3.446616637203562e-07
1	54434	3.4447504503505864e-07
1	171586	3.4430816107976667e-07
1	547	3.443015712229565e-07
1	58516	3.4429653088422526e-07
1	339766	3.4427272175595543e-07
1	5903	3.4409462492201405e-07
1	147746	3.440731540977017e-07
1	57402	3.438575789707373e-07
1	64403	3.438427120417355e-07
1	285440	3.438074862158037e-07
1	51266	3.4370454307669836e-07
1	1979	3.4364754247680794e-07
1	2887	3.433901164510669e-07
1	51606	3.4288500763779677e-07
1	284114	3.4230061750368873e-07
1	442247	3.42264877992244e-07
1	85397	3.422392722109949e-07
1	85236	3.420437120105096e-07
1	4038	3.4192465576163136e-07
1	129563	3.418268488478012e-07
1	55626	3.417164288309343e-07
1	23624	3.415815118298855e-07
1	2935	3.415155789823145e-07
1	89822	3.413637044540912e-07
1	57003	3.411399016645176e-07
1	100996758	3.411286167708448e-07
1	79717	3.41079496056127e-07
1	4641	3.408398759618079e-07
1	51657	3.406215997375468e-07
1	5046	3.4059357541211526e-07
1	2882	3.404858220998781e-07
1	148170	3.4014618540851564e-07
1	65009	3.4012785857139014e-07
1	90025	3.4007751795614514e-07
1	94241	3.399107327810591e-07
1	10797	3.398698176130755e-07
1	8346	3.398630976793063e-07
1	8655	3.3975671452426703e-07
1	3181	3.3959060263407404e-07
1	64282	3.3936216920440824e-07
1	54832	3.3932827032066336e-07
1	387893	3.3914099730722337e-07
1	1849	3.390109362150387e-07
1	55695	3.3888747056030136e-07
1	5201	3.388582967538907e-07
1	222584	3.388263853085722e-07
1	4879	3.3874489045263877e-07
1	754	3.3834215011824274e-07
1	6814	3.3813504641079246e-07
1	8450	3.3747476831362936e-07
1	22	3.3712927189166576e-07
1	1058	3.3687488267270525e-07
1	134429	3.368450243068837e-07
1	10948	3.367209013544783e-07
1	7482	3.366991872840952e-07
1	89866	3.366494090487639e-07
1	128240	3.3648498095790016e-07
1	3954	3.3621213834879974e-07
1	8343	3.3603937706856197e-07
1	127700	3.360055346125265e-07
1	116150	3.360017149500651e-07
1	5912	3.3543427393893154e-07
1	114821	3.354252611751204e-07
1	6251	3.353585995831038e-07
1	81494	3.3514735015188386e-07
1	9440	3.349461754695242e-07
1	64750	3.3477450413236584e-07
1	4626	3.345029250898933e-07
1	11284	3.3415006090252246e-07
1	5819	3.341444337172525e-07
1	8411	3.3401651805788834e-07
1	79822	3.3394075302563076e-07
1	8728	3.3369662164591424e-07
1	83752	3.3356591249074954e-07
1	55154	3.3332015855740397e-07
1	6428	3.3310654090192433e-07
1	129607	3.328620827007899e-07
1	1975	3.328378141900656e-07
1	27185	3.328170226385564e-07
1	23363	3.3280309235125033e-07
1	25978	3.3266971517284766e-07
1	7483	3.3260216647169435e-07
1	5801	3.3225033456609226e-07
1	1107	3.322471939827013e-07
1	344558	3.322031062076918e-07
1	10092	3.321489611457853e-07
1	440093	3.3198037199783224e-07
1	63933	3.3161535651661364e-07
1	9782	3.3148190989645763e-07
1	145567	3.314069655315712e-07
1	790955	3.313340246802663e-07
1	1818	3.312570549184974e-07
1	3054	3.31245904026205e-07
1	8664	3.3115447904692186e-07
1	11091	3.310891724579685e-07
1	1040	3.309345515077036e-07
1	3017	3.3091659244920584e-07
1	2253	3.308541368713288e-07
1	27031	3.3071720990896924e-07
1	55651	3.3064976429786957e-07
1	5885	3.305253523909755e-07
1	203	3.305067883310349e-07
1	8347	3.3045294663821195e-07
1	23087	3.301196309044936e-07
1	92815	3.300867007241326e-07
1	257218	3.2998548846299435e-07
1	8612	3.29953986099982e-07
1	54433	3.2983840488834346e-07
1	81285	3.296159283101652e-07
1	1001	3.292748784209016e-07
1	10614	3.291998930045484e-07
1	56253	3.288801677697445e-07
1	55521	3.2879688129240276e-07
1	8527	3.2878586718249035e-07
1	9684	3.2841903110355846e-07
1	56246	3.282943690504604e-07
1	51466	3.281145098338538e-07
1	55612	3.2786732104749696e-07
1	146691	3.277468771231846e-07
1	623	3.277426210095752e-07
1	9776	3.2769004163126796e-07
1	151449	3.274716895973124e-07
1	115825	3.2737797998516955e-07
1	1582	3.273608468717072e-07
1	4325	3.273264033910322e-07
1	693167	3.2717669982612604e-07
1	2617	3.2697269639621063e-07
1	285590	3.268816968912167e-07
1	9911	3.267739558468419e-07
1	55276	3.2671595945442344e-07
1	64762	3.266745752604528e-07
1	1420	3.26554814424507e-07
1	81847	3.2633588049358604e-07
1	11135	3.2620406213546864e-07
1	8609	3.259747105824006e-07
1	13	3.2583592379285846e-07
1	51192	3.257614744965429e-07
1	23271	3.2572391473901697e-07
1	60673	3.2571325087930576e-07
1	2115	3.256927566886632e-07
1	8021	3.2563131227120934e-07
1	6000	3.256010828178017e-07
1	55854	3.2557071009756004e-07
1	3832	3.2548560984118423e-07
1	27072	3.2529987064642213e-07
1	2151	3.2494144935286684e-07
1	11075	3.2482910717202135e-07
1	80329	3.246871227811251e-07
1	326	3.2420625185287834e-07
1	5073	3.2410093003906377e-07
1	8667	3.2399291979269433e-07
1	7268	3.239701080652031e-07
1	8835	3.239602041566244e-07
1	64174	3.236319401347572e-07
1	22936	3.233525822989483e-07
1	5824	3.2287766299923797e-07
1	1	3.22424810593304e-07
1	23601	3.223810844319426e-07
1	221178	3.2220971435603743e-07
1	55823	3.2210098114371123e-07
1	83795	3.2208358853183905e-07
1	339	3.220495943123189e-07
1	56938	3.2160028604766477e-07
1	5284	3.214205140513129e-07
1	23607	3.2116777955296264e-07
1	6815	3.2116728484178177e-07
1	641700	3.211515778525662e-07
1	9528	3.210741478883219e-07
1	147947	3.2083112925915726e-07
1	8724	3.203293836146752e-07
1	27123	3.203234894048694e-07
1	55006	3.2022448315962304e-07
1	84817	3.201891049185069e-07
1	441024	3.201301060762995e-07
1	54915	3.2005422852583567e-07
1	25959	3.2001593386470533e-07
1	2538	3.1979664079752327e-07
1	378708	3.1978382202763394e-07
1	84083	3.197810754846853e-07
1	23130	3.1960899344371677e-07
1	7484	3.1939274012563043e-07
1	29992	3.192876410973613e-07
1	26036	3.1925579018958534e-07
1	2639	3.1912568343520795e-07
1	8344	3.1893457531075467e-07
1	10734	3.188092620188212e-07
1	51071	3.1871284303903606e-07
1	3313	3.184359490057758e-07
1	3812	3.1823687042322933e-07
1	23499	3.174935761806206e-07
1	4643	3.1742828183209644e-07
1	9573	3.1741162128858083e-07
1	23279	3.172853506789877e-07
1	4521	3.1719072775024656e-07
1	55510	3.168460918892039e-07
1	27122	3.1669852465588193e-07
1	51592	3.1663568403484886e-07
1	11145	3.1611848953643584e-07
1	8339	3.1611324294581684e-07
1	6899	3.1609565362904016e-07
1	114881	3.1596598964920427e-07
1	55161	3.159401952347765e-07
1	55746	3.1588381788051676e-07
1	64089	3.1575048749116934e-07
1	60676	3.157302747226781e-07
1	55908	3.155457798393084e-07
1	5108	3.154052633220929e-07
1	79366	3.149198299782992e-07
1	79903	3.1478620225352973e-07
1	11061	3.147461830766952e-07
1	4739	3.146732020127974e-07
1	716	3.146709217373212e-07
1	2063	3.145083302081814e-07
1	54165	3.143178139099729e-07
1	9919	3.141581911690033e-07
1	26047	3.136462465176646e-07
1	158747	3.1353779575792506e-07
1	5204	3.1337562067292285e-07
1	115426	3.132881602955511e-07
1	10082	3.1323210298974805e-07
1	9732	3.1317486492189584e-07
1	1088	3.131200071495252e-07
1	55614	3.1302805891323936e-07
1	6484	3.1297304547199827e-07
1	2094	3.1295623568164745e-07
1	9709	3.128544918147436e-07
1	23659	3.1253456336378333e-07
1	6385	3.125286378215814e-07
1	9588	3.1233684128574437e-07
1	9159	3.1225236977268137e-07
1	10432	3.120574615600805e-07
1	148738	3.120481557731427e-07
1	6905	3.1191567331437027e-07
1	1737	3.11900806781168e-07
1	26145	3.118995420342726e-07
1	25828	3.1167547471110956e-07
1	10606	3.11606276890322e-07
1	57413	3.115951617009432e-07
1	7267	3.1137273977795386e-07
1	573	3.1117729450630276e-07
1	6271	3.1108241619891153e-07
1	7140	3.1108127478944177e-07
1	51119	3.10994375982192e-07
1	5116	3.109526426670445e-07
1	338322	3.1061098971331047e-07
1	51162	3.1055958283841954e-07
1	54517	3.1055411185269517e-07
1	5798	3.1050923508964856e-07
1	84932	3.104839810744381e-07
1	6558	3.104829356496961e-07
1	23113	3.1039574984106476e-07
1	55355	3.1034678917999166e-07
1	7994	3.10292989410392e-07
1	161291	3.101573663748227e-07
1	1413	3.1002722844132823e-07
1	158	3.099282507672688e-07
1	10309	3.0987029779352013e-07
1	5331	3.095528181044261e-07
1	1113	3.0926699857134414e-07
1	64318	3.090654657826164e-07
1	3833	3.085162980958874e-07
1	51582	3.0840340919030365e-07
1	27111	3.083917298588481e-07
1	440193	3.0819434696091674e-07
1	23112	3.0767190595818784e-07
1	285613	3.0750637333443127e-07
1	117247	3.0710585978081267e-07
1	27042	3.0705630216739947e-07
1	4239	3.066641528329908e-07
1	55160	3.065808411482152e-07
1	1830	3.0644370368535556e-07
1	10208	3.063524559738185e-07
1	51750	3.063471987740824e-07
1	51322	3.062399636021952e-07
1	8530	3.0617313878707455e-07
1	10482	3.061719838323759e-07
1	168400	3.061207427033897e-07
1	8741	3.055247867033784e-07
1	5308	3.0549776036702753e-07
1	6434	3.054966283211009e-07
1	55505	3.054365446035223e-07
1	84447	3.0528555387598164e-07
1	23450	3.052811978934277e-07
1	79872	3.0516527384329047e-07
1	10332	3.051519833073405e-07
1	5358	3.048897296328196e-07
1	9737	3.048204786118522e-07
1	6693	3.0475693107752445e-07
1	54760	3.046782738241979e-07
1	1652	3.0453960956320005e-07
1	1002	3.0448388872472515e-07
1	7051	3.04030544154183e-07
1	5330	3.0401396954634534e-07
1	54413	3.03742170173203e-07
1	360158	3.035382701864101e-07
1	55788	3.033659897424289e-07
1	55789	3.0335698679242157e-07
1	3029	3.032898023516157e-07
1	79092	3.030805000355097e-07
1	9031	3.0294926704850755e-07
1	22888	3.029070785862207e-07
1	58476	3.0289098531266194e-07
1	10772	3.025808541150121e-07
1	80183	3.0248383603516355e-07
1	10953	3.023852455593648e-07
1	165	3.020722454203334e-07
1	645	3.0196484366496483e-07
1	51441	3.014002758098903e-07
1	25797	3.012586781792006e-07
1	143384	3.011296726610604e-07
1	29117	3.0112485236567155e-07
1	493869	3.009914395746645e-07
1	64332	3.009308449420723e-07
1	3140	3.008800214822536e-07
1	4677	3.0060139347083343e-07
1	157285	3.0039547567138305e-07
1	653145	3.003147137792253e-07
1	51428	3.002997368864766e-07
1	7479	3.00245008938302e-07
1	1411	2.9982102346261917e-07
1	11232	2.9958257588197635e-07
1	131405	2.9929398495092776e-07
1	9862	2.9912183154813616e-07
1	57104	2.9847755004740067e-07
1	27352	2.9845421336379283e-07
1	11153	2.984322966831742e-07
1	26268	2.9800777223149593e-07
1	649	2.9775217385692335e-07
1	5533	2.9766805567577234e-07
1	51411	2.97658145342085e-07
1	206358	2.974987616838837e-07
1	51571	2.971353476261189e-07
1	83852	2.970372986772046e-07
1	64114	2.9684859477410987e-07
1	221002	2.968108251068474e-07
1	57472	2.9673690015763153e-07
1	51667	2.967290317344658e-07
1	26090	2.967004864967481e-07
1	8661	2.962685725466883e-07
1	7353	2.9613246877741954e-07
1	1439	2.960158626256176e-07
1	10497	2.958989968884456e-07
1	780	2.957122318372658e-07
1	8165	2.956394797096714e-07
1	338773	2.9542652689473005e-07
1	57706	2.9522367194648303e-07
1	6432	2.949896108156238e-07
1	80142	2.9497112541717845e-07
1	4629	2.946068817728923e-07
1	1653	2.9460422663848834e-07
1	29980	2.945377019431551e-07
1	10189	2.9436705775018497e-07
1	10693	2.9436265476662023e-07
1	5332	2.942907160836223e-07
1	29780	2.9407767511902193e-07
1	285973	2.9400988814878577e-07
1	1358	2.9398064485511824e-07
1	4212	2.9390163190788426e-07
1	728734	2.9383093400355413e-07
1	4037	2.9377877930147845e-07
1	7813	2.9350979552431814e-07
1	51747	2.9338845628537675e-07
1	9679	2.933743737226253e-07
1	9969	2.9337346114497106e-07
1	157313	2.93312354082449e-07
1	339390	2.932802688385889e-07
1	23218	2.932641205425625e-07
1	219972	2.9296438572862083e-07
1	10921	2.9293511245569513e-07
1	1821	2.9284511860682166e-07
1	7756	2.9268754166668643e-07
1	2302	2.9248804733459363e-07
1	550	2.923396569904565e-07
1	4116	2.922739042872817e-07
1	100506742	2.915614699108081e-07
1	23658	2.915582010366095e-07
1	387837	2.914248608564686e-07
1	57132	2.91257497887307e-07
1	257202	2.9095870727267073e-07
1	23369	2.9066903852901554e-07
1	10228	2.9066454200769614e-07
1	9580	2.906243051246415e-07
1	9669	2.9051531554368714e-07
1	286827	2.9047435621162965e-07
1	140809	2.9038381979943374e-07
1	51111	2.902571293249086e-07
1	3849	2.9023014921658414e-07
1	388630	2.90174886675551e-07
1	1840	2.900139805965062e-07
1	55357	2.900006542382279e-07
1	57187	2.89960842967122e-07
1	139341	2.899571224520914e-07
1	143282	2.898323966102222e-07
1	3899	2.8978914322348675e-07
1	51136	2.8963585975950247e-07
1	51552	2.893858084316771e-07
1	79661	2.8915177126830577e-07
1	25842	2.890655974862117e-07
1	127544	2.8893916703093723e-07
1	6754	2.888369136135594e-07
1	160428	2.8862509503435264e-07
1	24137	2.885718702851981e-07
1	9371	2.885395621086022e-07
1	3796	2.8837223350571386e-07
1	16	2.882234379436349e-07
1	22904	2.8817558682243496e-07
1	7156	2.881478039391346e-07
1	2352	2.879304440373135e-07
1	84952	2.8787157912447955e-07
1	53373	2.877963305320355e-07
1	22841	2.877039181489668e-07
1	135228	2.8753726134315455e-07
1	10025	2.874757184485724e-07
1	5771	2.874684924685158e-07
1	56667	2.87432125492402e-07
1	11051	2.8740545788462113e-07
1	10565	2.873985467921105e-07
1	2681	2.871333064046875e-07
1	51319	2.870132381036748e-07
1	221120	2.8694994911711023e-07
1	23530	2.8693552541003745e-07
1	85458	2.8689866275901444e-07
1	245909	2.86773395434567e-07
1	9891	2.867681250793657e-07
1	6695	2.867108656327819e-07
1	27289	2.8655486875968957e-07
1	50808	2.8652584835134766e-07
1	8924	2.8638946516302486e-07
1	28514	2.8632895889784087e-07
1	55361	2.861381290444628e-07
1	23	2.860170669249187e-07
1	23241	2.8589031362494747e-07
1	84659	2.85649969228693e-07
1	9968	2.856206377205254e-07
1	26249	2.8557094883947093e-07
1	222229	2.855602304852295e-07
1	6698	2.8552865274612324e-07
1	9804	2.8550327568081647e-07
1	9044	2.8546623586892756e-07
1	3014	2.8538245676132215e-07
1	5983	2.8527292133868387e-07
1	4054	2.8525402414724866e-07
1	283576	2.8517685371051324e-07
1	4681	2.85158568627801e-07
1	8555	2.851387418909726e-07
1	8563	2.8505681169511384e-07
1	1945	2.8496053474554507e-07
1	3310	2.8495368439311947e-07
1	23576	2.8487155285623824e-07
1	7113	2.845634446748255e-07
1	8409	2.841746682526233e-07
1	9646	2.839969092991575e-07
1	1236	2.8382717535009125e-07
1	81559	2.8378529995697853e-07
1	130120	2.835896854593132e-07
1	8556	2.8340295623238284e-07
1	11160	2.8334107649833673e-07
1	63916	2.8326625144721595e-07
1	85365	2.832470197501197e-07
1	8500	2.8323587581635935e-07
1	1817	2.8322621254491636e-07
1	79077	2.8262835575615044e-07
1	25921	2.825872872833986e-07
1	26298	2.825389160409745e-07
1	1968	2.823703358948915e-07
1	26279	2.823025085397822e-07
1	80011	2.8219937197069644e-07
1	4640	2.8198406273585067e-07
1	4059	2.8181835065652334e-07
1	26289	2.816098577574554e-07
1	396	2.816098277633434e-07
1	115727	2.8147404259504217e-07
1	80129	2.8138279608069553e-07
1	79618	2.812798244581427e-07
1	4585	2.8127525233171856e-07
1	29887	2.812345965084962e-07
1	10302	2.808174596369344e-07
1	3646	2.807177516416727e-07
1	23005	2.8049130380395487e-07
1	3306	2.804906960651482e-07
1	114990	2.802265944799097e-07
1	438	2.8014456587165663e-07
1	617	2.800503084783131e-07
1	90060	2.800452645286304e-07
1	3619	2.799675492852418e-07
1	23107	2.799524933071361e-07
1	9282	2.7993568163852055e-07
1	27443	2.7993215472854407e-07
1	5162	2.7991396996773495e-07
1	84144	2.7983925248471326e-07
1	9094	2.7976298629193694e-07
1	6252	2.796338411398578e-07
1	55120	2.7938638384537146e-07
1	8936	2.79246884016634e-07
1	92960	2.7923490855146224e-07
1	1486	2.791118795427031e-07
1	2764	2.790280272090744e-07
1	64601	2.789435233203246e-07
1	29935	2.788277449054278e-07
1	54704	2.7880599331861014e-07
1	6881	2.786746617665142e-07
1	4331	2.7860429719613815e-07
1	2250	2.7840581518430085e-07
1	51302	2.78271521476166e-07
1	84133	2.7824746928252236e-07
1	55269	2.782354650502563e-07
1	57105	2.782009945492305e-07
1	432	2.780514963033881e-07
1	160418	2.7797446827226434e-07
1	293	2.779589024118192e-07
1	4645	2.776533503070439e-07
1	57026	2.77532463143383e-07
1	10930	2.774524155305216e-07
1	1972	2.772733175151281e-07
1	4799	2.7719543692634597e-07
1	3622	2.7713445422356477e-07
1	54962	2.7689765284337043e-07
1	9926	2.7675760925700876e-07
1	26086	2.766181731955083e-07
1	10270	2.765965312779544e-07
1	720	2.7641240157834393e-07
1	57763	2.7603337889186305e-07
1	23111	2.7586650596002494e-07
1	926	2.758209894788269e-07
1	28985	2.7574391538685066e-07
1	255919	2.757217703429159e-07
1	1311	2.754295003995498e-07
1	23160	2.75410527206903e-07
1	8799	2.753824693162904e-07
1	1485	2.7525556420247417e-07
1	91746	2.752411653447418e-07
1	79679	2.752051025738417e-07
1	54443	2.745965369904986e-07
1	10450	2.7453530327320484e-07
1	2135	2.7452655378416336e-07
1	115704	2.743923969059136e-07
1	644815	2.743574539653657e-07
1	57589	2.742536518710773e-07
1	80237	2.739231565576962e-07
1	64788	2.7389534007359765e-07
1	9905	2.7381058781922083e-07
1	6406	2.7371007008309337e-07
1	10403	2.735514048899592e-07
1	57662	2.735460588596858e-07
1	81545	2.7350951443311887e-07
1	29085	2.732049036709422e-07
1	22953	2.731808916881239e-07
1	51527	2.731012428518102e-07
1	25827	2.7281654704384136e-07
1	11057	2.7277057820879977e-07
1	2014	2.7274134553693646e-07
1	494143	2.7259683550829076e-07
1	5881	2.724027987444909e-07
1	9913	2.7233668607398596e-07
1	342977	2.7233328806674574e-07
1	343	2.723301530053808e-07
1	81035	2.722400281902515e-07
1	4430	2.720090103955836e-07
1	6563	2.719546120463176e-07
1	381	2.71877383333753e-07
1	5228	2.7178352383603087e-07
1	84248	2.7150875657452716e-07
1	1838	2.713909329828294e-07
1	90390	2.7137110229381074e-07
1	221477	2.712187821998122e-07
1	5198	2.711563389143692e-07
1	84818	2.7107092778571044e-07
1	3159	2.709244189759157e-07
1	9311	2.707210863376397e-07
1	60401	2.7067954939675986e-07
1	8736	2.7062084132344594e-07
1	9827	2.705893375545632e-07
1	57531	2.7050348836561674e-07
1	2167	2.70487726083904e-07
1	116238	2.702728107490636e-07
1	149371	2.702678302553295e-07
1	3934	2.700641660239503e-07
1	10613	2.6997843166017924e-07
1	5496	2.6982638176588637e-07
1	5160	2.6932606366172146e-07
1	23646	2.6928399640162785e-07
1	55861	2.692668280908447e-07
1	3126	2.691253957183959e-07
1	343035	2.6909803443395865e-07
1	23191	2.689350512546054e-07
1	23325	2.6868456225407624e-07
1	93100	2.6851489896513003e-07
1	50617	2.6843317938841397e-07
1	8796	2.6806567029803326e-07
1	58493	2.680162595826819e-07
1	5351	2.6764283666573724e-07
1	11274	2.674978653047447e-07
1	8976	2.6740497734335526e-07
1	4149	2.6718371003284037e-07
1	2091	2.6717464835079674e-07
1	686	2.671690200150322e-07
1	7089	2.6713830962237186e-07
1	10915	2.6698394480747475e-07
1	10274	2.6689356817208676e-07
1	4359	2.668557646658296e-07
1	54996	2.667352891322472e-07
1	131118	2.6638044739972894e-07
1	10404	2.6628890641828286e-07
1	255488	2.658909023334501e-07
1	55273	2.6586935711846193e-07
1	6753	2.65772148624083e-07
1	319	2.657397381666244e-07
1	84327	2.656740109131821e-07
1	441478	2.6547733131667944e-07
1	51715	2.654340603471924e-07
1	5984	2.653674796114382e-07
1	23329	2.6535936168129396e-07
1	80176	2.6530887554505605e-07
1	9542	2.652649902012301e-07
1	4281	2.652603476299878e-07
1	79413	2.651649746290974e-07
1	10923	2.648969119726415e-07
1	84909	2.6477347357676417e-07
1	652991	2.645852459333448e-07
1	5333	2.645535527774947e-07
1	10269	2.64217918396167e-07
1	22794	2.638185961408068e-07
1	55763	2.636055800049022e-07
1	5985	2.6334910209236737e-07
1	8605	2.6325698513848503e-07
1	84324	2.6321848982407943e-07
1	54894	2.630139863439188e-07
1	390594	2.6293197925322645e-07
1	133121	2.6289054399570725e-07
1	440026	2.6283409984236624e-07
1	11052	2.6283052553868064e-07
1	162427	2.6270417137595756e-07
1	55128	2.6258629199169137e-07
1	79529	2.622841860038621e-07
1	80349	2.6217414646575057e-07
1	51362	2.6200730001535936e-07
1	375790	2.619391480977749e-07
1	79609	2.618210827559034e-07
1	29896	2.616337017106805e-07
1	3802	2.614076225264238e-07
1	284654	2.6129631771016685e-07
1	27292	2.6123894675179936e-07
1	11078	2.6099290990173383e-07
1	200734	2.6096827052272437e-07
1	64077	2.6059169747140236e-07
1	3219	2.6040580861439405e-07
1	10690	2.603256568747432e-07
1	26278	2.603222241270217e-07
1	3090	2.603115209078341e-07
1	4881	2.6029177460304504e-07
1	5800	2.6024082038225926e-07
1	1924	2.601885622894601e-07
1	64428	2.601667929057962e-07
1	57534	2.5975704086401257e-07
1	3842	2.5973930326436833e-07
1	55215	2.5960098016534753e-07
1	55691	2.5958526877956693e-07
1	170622	2.5951263196211125e-07
1	2672	2.5947849384554204e-07
1	23051	2.594185355238648e-07
1	8842	2.5933830569228716e-07
1	89869	2.5933571718535793e-07
1	89853	2.5921600779934746e-07
1	51754	2.591888558161331e-07
1	8562	2.590262170236063e-07
1	50862	2.5890550575346204e-07
1	9443	2.589039295270933e-07
1	23581	2.588663476469212e-07
1	49856	2.5875096373161323e-07
1	57152	2.587001875526183e-07
1	7075	2.585496594694265e-07
1	10106	2.5845985636357323e-07
1	6877	2.584524528352338e-07
1	23534	2.5832025381638387e-07
1	64858	2.5830307693424046e-07
1	10293	2.580753249286638e-07
1	65268	2.5795376840325943e-07
1	23511	2.5794623843536553e-07
1	732	2.5790656931343105e-07
1	9221	2.5785459885336685e-07
1	25960	2.5767367873320056e-07
1	37	2.5764577718427066e-07
1	23017	2.5752148615036787e-07
1	64793	2.5743538674812835e-07
1	10653	2.5742036385323607e-07
1	341640	2.5737664262810726e-07
1	101730217	2.5699585618899406e-07
1	84889	2.5684700380638003e-07
1	10209	2.568336881668669e-07
1	1947	2.567184356041473e-07
1	6627	2.5667146768845177e-07
1	9595	2.5664040509232065e-07
1	6906	2.5650966996363733e-07
1	55110	2.5649369782470527e-07
1	27246	2.564828338418482e-07
1	6489	2.5643441438095185e-07
1	23522	2.563976506971426e-07
1	4236	2.561696179237978e-07
1	80145	2.5610542963045686e-07
1	51141	2.5581987154226544e-07
1	23133	2.557732981154627e-07
1	55486	2.557611328728116e-07
1	145741	2.5571406187638615e-07
1	23193	2.5564814770988274e-07
1	342371	2.555881207270059e-07
1	1527	2.555768877079075e-07
1	25928	2.5539527016053145e-07
1	9648	2.5517891998108717e-07
1	9267	2.551672648921371e-07
1	10313	2.5514298799840533e-07
1	23524	2.550558668207453e-07
1	56926	2.55055444805924e-07
1	1054	2.549926624242143e-07
1	3981	2.548902129532643e-07
1	3241	2.5479840049964684e-07
1	10683	2.5452715573446295e-07
1	29079	2.543625845770201e-07
1	3096	2.5430792991188746e-07
1	11189	2.5429719059951453e-07
1	3957	2.542914175219587e-07
1	29934	2.5414641055670646e-07
1	57119	2.540994304760216e-07
1	3625	2.535906533391851e-07
1	10263	2.5355046813455573e-07
1	128637	2.5348488546996755e-07
1	80739	2.533759781655015e-07
1	9578	2.5331383889139146e-07
1	80114	2.533093500441665e-07
1	10004	2.5323015851109776e-07
1	55277	2.5307999594986785e-07
1	5537	2.52973494517751e-07
1	84812	2.528811118838975e-07
1	6483	2.527487397473527e-07
1	79065	2.527415261135055e-07
1	5121	2.5264281600924173e-07
1	79866	2.5257487423366345e-07
1	7827	2.5257089316143564e-07
1	55512	2.525585722138507e-07
1	55204	2.5217772948840697e-07
1	743	2.519972770798078e-07
1	81570	2.519651426004585e-07
1	55127	2.518843114852574e-07
1	730	2.518316856142837e-07
1	54843	2.5182311686049e-07
1	56937	2.5173235451604774e-07
1	163255	2.5166354582896675e-07
1	7136	2.516476577854248e-07
1	91782	2.51593789999682e-07
1	83892	2.515441681688454e-07
1	8629	2.515111330280647e-07
1	5452	2.512112921165464e-07
1	8838	2.512002084241688e-07
1	129531	2.5118013655967106e-07
1	14	2.511329758915145e-07
1	10174	2.5105383737454607e-07
1	130340	2.5095647184794835e-07
1	899	2.50910300141731e-07
1	2768	2.508319520500875e-07
1	54623	2.508002138221504e-07
1	144717	2.507771422630149e-07
1	397	2.5073254150715407e-07
1	23184	2.5059833614903315e-07
1	26053	2.5056748347162236e-07
1	4848	2.50492259830308e-07
1	9441	2.5048369073264813e-07
1	55014	2.5034656232582227e-07
1	25804	2.502740860391027e-07
1	10652	2.502677535785301e-07
1	57057	2.502670306208524e-07
1	6621	2.5023714300145214e-07
1	23592	2.5023705632579683e-07
1	23549	2.501953925454e-07
1	83786	2.501715469008122e-07
1	144195	2.5009770678506263e-07
1	7342	2.4995897449996525e-07
1	10371	2.499158904437161e-07
1	11193	2.49695709141229e-07
1	6610	2.496944587384621e-07
1	9521	2.495096538554911e-07
1	55332	2.49483314191542e-07
1	353144	2.4946616868333297e-07
1	136242	2.494123344097259e-07
1	29842	2.494010176808293e-07
1	54936	2.493295210902661e-07
1	83990	2.492815714871403e-07
1	838	2.4923696991154175e-07
1	114880	2.490450414539756e-07
1	83732	2.4898201327016486e-07
1	91851	2.4884648822750005e-07
