Gene	Score
17056	0.023414954184089284
17461	0.021857861174853308
17490	0.017392130148173764
4555	0.013328818162560391
5636	0.013108312661000793
13094	0.012905114589652638
9127	0.01202493293445721
3023	0.01166960942007028
15885	0.010955024106512437
7417	0.010755748404875492
17513	0.010634355855618805
14209	0.010381657382128106
9910	0.01029864715592171
4618	0.0101711361319855
5673	0.009975421888130429
15959	0.009821208901076028
12028	0.009754214270000037
5621	0.009327928681714916
12129	0.00930032346534426
12135	0.009208504000789403
4557	0.008985478346263693
15588	0.00896903057221291
1192	0.00888474194899255
11873	0.008674329657882073
5645	0.008621523327302207
10078	0.008590923533704827
17766	0.008505219344527472
6826	0.008413576196467891
5346	0.008301083050587523
8837	0.00819423351466858
4559	0.00812017181039352
6060	0.00801005905545145
9918	0.007997082411235267
8746	0.007762966887613045
9913	0.007625887897402776
9128	0.00727112111273536
15625	0.0072289810198769
21444	0.007211889902827684
4596	0.007191039402073213
16689	0.0071909063188326326
14224	0.007103566104548199
3389	0.006603182605994714
4600	0.006533748111662575
10823	0.006507328649348583
9067	0.006483004367722484
13484	0.006406511146828877
13049	0.006237466455207245
9147	0.006183953630448286
17071	0.006173108012374925
4594	0.005832176938895085
7982	0.0056640535896114825
11567	0.005660454876055348
16993	0.0056450711116084375
3972	0.0056042318120147405
11974	0.0054735734739342
10026	0.005417409913026222
4603	0.005415037533011674
5245	0.00529828101218589
9599	0.005292582982579479
9136	0.005185899357423537
11154	0.005180448489613216
20946	0.005139146226485556
3790	0.005119588393538435
6813	0.00511369905324045
9322	0.005048405331510595
5132	0.005004271636800224
8842	0.004950716073787695
17469	0.0049290450175639025
9126	0.00483772127107472
9068	0.0048024305626389934
4540	0.0047838587712305146
9326	0.004778308205204045
9363	0.00476965636715804
9914	0.004650697757447315
9187	0.00450436630696174
5627	0.004502643359052412
8762	0.004409922162446652
9361	0.004326879529166661
6341	0.00422992470950398
2195	0.004189597813146165
9369	0.004116448616429966
7267	0.004042871401781988
9144	0.004042605268064927
13437	0.0039595694254746915
11836	0.00395698176929047
7609	0.003940915155616975
13471	0.003926470769685013
8843	0.003873576661151306
12123	0.0038501461002656344
7653	0.0038480197280537126
14573	0.0038224000942664524
9295	0.0038137870219141254
17419	0.003760920361062326
9140	0.003738151396836456
9145	0.003659124323446775
13122	0.0035361114085731586
21207	0.0035342269677275206
5654	0.003507979840425968
2542	0.003468833401917086
7512	0.003367159660278221
8839	0.0032664799299008357
5641	0.0032610156853031154
20545	0.00326076930329842
5134	0.003236022169410545
13470	0.003176662737316682
4332	0.0031544928903194797
13452	0.0030954229525576383
4598	0.0030653775644705296
20517	0.0030424442501241116
5117	0.003023385576371979
9356	0.0030048813192473426
12017	0.0029749421028308813
4567	0.002974568160501667
12072	0.002959910602707173
12142	0.00292005130144399
5755	0.0029083426959114547
20521	0.002842536092037332
16772	0.002802037067132524
17856	0.0027907033083154615
5131	0.0027500959972817486
1964	0.002700126022705983
17955	0.0026680842854007285
9066	0.0026409108421511073
13440	0.002621859745233804
10824	0.0026130211483645044
17831	0.0026054958805525478
11415	0.002596824141083355
7288	0.002590754453273572
7938	0.002575820565403092
16785	0.0025600265691344036
21731	0.0025331396291621983
4574	0.002489699673426399
12130	0.00248022818330911
12027	0.002447338775052753
13453	0.002419702914315105
6933	0.0024196075554862
10204	0.002389560706914409
19179	0.0023666562241179494
21756	0.0023291486415658123
3510	0.0023129166891555134
15364	0.002310060868045143
12377	0.0023099749916991354
5319	0.002306299949819459
4592	0.0022926149849776135
10192	0.002280186051979394
6382	0.0022676897762814847
0	0.0022599429617506453
17089	0.002220889853476853
4454	0.002210140441977309
13472	0.002170925432767811
12452	0.0021700213545267607
16601	0.0021409246751824106
20535	0.0021375305106182
4228	0.0020815184374614075
8616	0.002065861376671559
13438	0.0020466675648609157
18525	0.002012819722174501
3562	0.0020065660225765678
4156	0.001988876651888977
2451	0.0019809341452217827
14376	0.0019767041943985295
2063	0.001957833930232187
18316	0.0019513612341879975
18406	0.0019418658673573134
18133	0.0019245462764280073
7720	0.0019060717961419925
10056	0.0019037417439060004
20473	0.0018980952653844052
123	0.0018978846095143117
6400	0.0018863234444056523
2571	0.0018764697874072613
257	0.0018608012630905143
8695	0.0018465125656597237
1	0.0018443718077479389
13439	0.0018270790091411595
18125	0.001820747705482419
6750	0.0018198164055819113
20529	0.0018120905531516466
6186	0.0017826609533156256
12088	0.0017791798490281912
9173	0.0017626053854525603
4625	0.0017446673584905503
9961	0.0017414542845239358
16892	0.001711992363578586
17506	0.0017063614243738399
17956	0.0016841189902771407
11132	0.001677060459949001
7639	0.001661171069351057
4595	0.0016095188184754566
9364	0.0015983944773757435
9324	0.00159455937476309
2174	0.0015921249649063396
12253	0.0015794090182309356
11606	0.001563809711357515
10921	0.001552501648224024
2558	0.001544242933753135
5135	0.0015415735534955208
5133	0.0015345905129738413
8815	0.0015013995914764334
11133	0.0015005208435984504
13441	0.0014595147516700906
2166	0.0014482341428224174
7491	0.0014393358118356839
12855	0.00143434013543746
9357	0.0014237131365331822
6145	0.0014232187507486162
6747	0.0014158322935160512
15755	0.001405649212820179
12244	0.0013876738065116967
2901	0.0013862653786969339
4396	0.0013788043582035232
18667	0.0013539565803577234
5544	0.0013523139946205695
12202	0.0013489824560587178
15932	0.0013488119434712496
17960	0.001335735902856847
3749	0.0013148222146388913
7628	0.0013090865367863373
7756	0.0012750982910567032
11146	0.0012692556350999327
2606	0.0012653246684603177
13110	0.001259616666061783
2278	0.0012556872716218705
19279	0.0012441032174838797
13298	0.00124253318067325
9368	0.0012102991431972548
15943	0.0012090518656362255
2589	0.0012086664596978804
11557	0.0012010645556220514
4504	0.001193602541893663
15945	0.001168664542131151
15946	0.0011669680014387617
8811	0.001163117411152014
2759	0.001144308341012705
15939	0.0011306939206649714
17857	0.0010921159722670699
971	0.0010805064277840605
9994	0.0010777876161771399
12965	0.001059006469488349
2653	0.0010493764700809885
17399	0.0010480531484762625
17553	0.0010347232241348443
7704	0.0010347120547860532
7534	0.0010092510397940594
283	0.0010044174654240355
6708	0.0009922486592787464
21958	0.000991517299324123
14145	0.0009879329255648357
3889	0.0009777456940479555
9502	0.0009765214766329738
9358	0.000942878107091017
18331	0.000936963986222815
15551	0.000932262754226795
14426	0.0009319444776080652
19557	0.0009270803371300684
17403	0.000919683144722557
9977	0.0009013102662885525
15937	0.0008962227601989218
15490	0.00088541033638702
16074	0.000879128408822734
9359	0.0008774837559288745
15944	0.0008562112431616828
683	0.0008358257199798027
7038	0.0008295335151247574
13144	0.0008272782838512647
20586	0.0008142539433508603
