index	score	claim_name	ncbi_gene_id
14470	0.0011757264070889981	MAPK1	5594
13090	0.0010623487842776737	PIK3CA	5290
14471	0.0009988648377810252	MAPK3	5595
5568	0.0009023479597818263	AKT1	207
9287	0.0008783064394832374	HRAS	3265
11873	0.000859271483111887	MYC	4609
17490	0.000856948256486919	TP53	7157
10076	0.0007957111573691003	JUN	3725
13095	0.0007889930800592095	PIK3R1	5295
12033	0.0007887365857372343	NFKB1	4790
10310	0.0007386431019609388	KRAS	3845
8650	0.0007216072672780353	GRB2	2885
5239	0.0007054526395598983	EGFR	1956
6599	0.0006805474233947884	FOS	2353
14504	0.0006771601692199691	MAP2K1	5604
12118	0.0006562703958015473	NRAS	4893
17811	0.0006233180513292405	UBC	7316
15491	0.0006133757054448619	RAF1	5894
17056	0.0005938437857134076	SRC	6714
17107	0.000592657248426983	STAT1	6772
9935	0.0005875045141290352	CXCL8	3576
14490	0.0005698125345456438	MAPK8	5599
9929	0.0005689292960493728	IL6	3569
15588	0.000568656977002957	BCL2	596
17461	0.0005670552979204173	TNF	7124
21822	0.0005597466661427079	CDK1	983
14347	0.0005557840612214659	PRKCA	5578
17379	0.0005518239384672072	TGFB1	7040
17901	0.000550436253932658	VEGFA	7422
15477	0.000540608548912809	RAC1	5879
17109	0.0005071516253216062	STAT3	6774
4326	0.000495242573845809	CTNNB1	1499
4	0.0004893216590583244	AKT3	10000
13091	0.000484934267411352	PIK3CB	5291
14505	0.00047750307080933534	MAP2K2	5605
15579	0.00046010276081141847	CCND1	595
13093	0.0004564401884176824	PIK3CD	5293
9914	0.00045127986983915634	IL1B	3553
6457	0.0004479420594582655	FN1	2335
5178	0.00044689071014087414	E2F1	1869
14357	0.0004426051752429629	PRKCB	5579
17487	0.00044063633562522325	TOP2A	7153
1028	0.0004396710275844138	CDK2	1017
6813	0.000439628533479313	MTOR	2475
15526	0.0004376086777052633	RB1	5925
13096	0.00043696714557989	PIK3R2	5296
9336	0.0004301624611587487	HSP90AA1	3320
13143	0.00042343776771418636	PLCG1	5335
19378	0.0004232225983260764	CASP3	836
14984	0.0004231484207348379	PTEN	5728
15042	0.0004223673900582232	PTGS2	5743
3794	0.0004209055719926143	CREBBP	1387
10072	0.00041913584812540455	JAK2	3717
9910	0.0004189907371152045	FAS	355
15373	0.00041613039150097515	BAX	581
2688	0.0004100817288434027	CHUK	1147
4879	0.000401561400176123	GADD45A	1647
17071	0.000400054443827164	BRAF	673
21596	0.00039897891337064927	CD44	960
17396	0.00039498993755981	THBS1	7057
9335	0.00039365962100370135	BIRC5	332
17149	0.0003917846101976514	AURKA	6790
11438	0.0003850393837745953	MDM2	4193
17061	0.000383290600722562	BRCA1	672
13094	0.00037981609476422245	PIK3CG	5294
10044	0.00037969060183487346	ITGB1	3688
10071	0.00037615037411431023	JAK1	3716
5952	0.00037601107803771294	FGF2	2247
1265	0.00037325783245764816	CDKN1B	1027
4288	0.00037089664031116055	CCN2	1490
3396	0.0003684561772716065	COL1A2	1278
5968	0.0003682526708909287	FGFR1	2260
20142	0.00036770185302424175	PIK3R3	8503
9067	0.0003641988349257964	HDAC1	3065
18188	0.0003590326602288308	CXCR4	7852
11974	0.00035853903183794857	ATM	472
11154	0.0003582929621834723	LYN	4067
11465	0.0003549716061784686	MET	4233
1044	0.00035452473291467643	CDK4	1019
15870	0.00035448482602694933	RRM2	6241
17465	0.00034880825102951666	TNFAIP3	7128
17766	0.00034836834339460295	TYMS	7298
15994	0.00034579023233851074	CXCL12	6387
1253	0.0003413149160835875	CDKN1A	1026
13162	0.00034031252173355935	PLK1	5347
12851	0.0003399426688103195	PDGFRA	5156
20286	0.00033979964993730694	CAV1	857
16993	0.00033688507459907224	SOD2	6648
14499	0.0003364428446350457	MAPK9	5601
17381	0.0003341532791586765	TGFB2	7042
5560	0.00033378985684227527	ERBB2	2064
11527	0.0003334859701713235	MMP9	4318
5585	0.0003314426503111569	ESR1	2099
11520	0.0003303556150789531	MMP2	4313
15087	0.00032877765929700776	PTK2	5747
15959	0.00032798251270486743	CCL2	6347
9857	0.00032713761101814485	APP	351
3972	0.000325095597362306	MAPK14	1432
15878	0.00032459316573085924	RXRA	6256
9794	0.0003239384752887462	IGF1R	3480
5161	0.0003228041850803745	DUSP1	1843
12027	0.0003221420003088358	NFE2L2	4780
5233	0.00032070473292983883	EGF	1950
9175	0.00032069244881288884	HMOX1	3162
13864	0.00031943488855299215	PPP2CA	5515
19306	0.00031935253178797847	CASP1	834
1315	0.00031859582965392143	CDKN2A	1029
10077	0.00031707257785128847	JUNB	3726
17111	0.0003165926350013328	STAT5A	6776
9113	0.00031610765183091166	HIF1A	3091
15885	0.0003156125781028262	BDNF	627
10808	0.00031324760603882937	LCK	3932
9319	0.00031313867857428484	BIRC3	330
19643	0.0003102387016109775	CASP9	842
4883	0.0003083047843547215	DDIT3	1649
2357	0.00030791461002502047	CHEK1	1111
5971	0.00030579016577757446	FGFR2	2263
5636	0.00030468930370659456	ALDH1A1	216
9730	0.00030410323225704504	IFNG	3458
13125	0.0003039299801978224	PLAU	5328
12034	0.0003014489504241474	NFKB2	4791
15963	0.00029955217902736685	CCL5	6352
13049	0.00029445527663821835	ABCB1	5243
17900	0.00029236046826177704	VDR	7421
15604	0.00029198201338762053	BCL2L1	598
9793	0.00029186536689045333	APOE	348
10093	0.00029076146687363963	AREG	374
15623	0.00029005952567747606	RGS2	5997
7706	0.00028990711894786225	GJA1	2697
9405	0.00028757412568323045	ICAM1	3383
6360	0.00028648241426664953	PLCB1	23236
9790	0.00028603120627033	IGF1	3479
5969	0.0002860300650688479	FGFR3	2261
10042	0.0002852779866052111	ITGAV	3685
17333	0.00028417349155809103	BUB1	699
9102	0.00028385521208266427	NRG1	3084
8762	0.000283170399804555	NR3C1	2908
9068	0.00027914798761135266	HDAC2	3066
16372	0.000278837395742913	SGK1	6446
11076	0.00027701899045017535	LPL	4023
17387	0.0002763359029007248	TGFBR2	7048
11454	0.00027622561505900373	MAP3K1	4214
11519	0.00027476868696249936	MMP1	4312
9092	0.00027462332581285943	HGF	3082
14500	0.00027195710378861656	MAPK10	5602
12869	0.0002704354299775955	PDGFRB	5159
10284	0.0002703151339600392	KIT	3815
9993	0.00027018010794405806	CXCL10	3627
17302	0.00026946539109181934	TCF7L2	6934
3431	0.00026925185371559483	COL4A2	1284
8819	0.00026876541973822434	CXCL2	2920
9932	0.0002684926419600504	IL6ST	3572
6826	0.00026823638001605344	ABL1	25
9322	0.00026809016430964886	HSPA1A	3303
1188	0.00026776098774812675	CDK6	1021
21092	0.0002673813354434598	AURKB	9212
13119	0.000267222468937004	PLA2G4A	5321
9126	0.0002669248853288161	HLA-A	3105
15596	0.0002669221378727448	RELA	5970
9913	0.00026561429516317706	IL1A	3552
9270	0.0002649718715651512	APC	324
9177	0.00026364389626353375	NR4A1	3164
17894	0.00026333959881890095	VCAM1	7412
4729	0.0002633226929470118	CD55	1604
5624	0.00026228501118161034	EZH2	2146
13484	0.00026132856356535445	PPARG	5468
17392	0.00026045445628410595	TGM2	7052
5626	0.0002586050094919533	F2R	2149
11322	0.00025761516027771785	SMAD3	4088
9798	0.00025584694555030516	IGF2	3481
5487	0.0002555907311765155	TUBB	203068
5050	0.00025503035889764045	DHFR	1719
17194	0.00025384690520340627	SYK	6850
5563	0.0002525152848842012	ERBB3	2065
12129	0.0002522737393364961	NT5E	4907
17908	0.00025218330783791126	VIM	7431
17420	0.00025191878929697956	TK1	7083
9127	0.000251777636836717	HLA-B	3106
5951	0.00025146041655797204	FGF1	2246
10026	0.0002510655552325505	AR	367
10012	0.00025051463214446977	IRAK1	3654
9372	0.00024970843462861995	TNC	3371
6107	0.0002494602576006458	DKK1	22943
14688	0.0002494280946712066	B2M	567
15836	0.00024865726600763216	RPS6KB1	6198
17966	0.00024856511060305185	XPO1	7514
9973	0.00024854085781890353	IL18	3606
10297	0.00024596270329701347	KIF11	3832
4389	0.0002445518026059797	CTSB	1508
3948	0.0002443444666813312	PARP1	142
15731	0.00024403326426232808	ROCK1	6093
15315	0.00024178337632661397	PTPN6	5777
10047	0.00024127705013469623	ITGB3	3690
9151	0.00024106453939525351	HLA-E	3133
13092	0.00024089777408822482	PIM1	5292
11367	0.00024085510275280336	MAPT	4137
15988	0.00024043874420580532	SDC1	6382
5056	0.00024024415479496607	NQO1	1728
20437	0.0002388994956306184	TNFSF10	8743
20345	0.0002368452585935426	AKR1C3	8644
5647	0.00023656318302949848	FABP5	2171
16094	0.00023554629843963544	BLM	641
9138	0.00023513599237950478	HLA-DQA1	3117
10045	0.00023482672424073769	ITGB2	3689
8837	0.00023471952904253828	GSTM1	2944
13416	0.00023447388416002651	DDIT4	54541
12844	0.0002343072013253282	PDGFB	5155
11792	0.000233386813393345	MSH2	4436
3998	0.00023302763073798847	CSF2	1437
12135	0.00023293084056991522	NTRK2	4915
2011	0.00023290722062167905	CTSC	1075
5281	0.00023258088535750614	EPHA2	1969
18986	0.00023226913320785624	COL18A1	80781
15869	0.00023108308360512018	RRM1	6240
11937	0.00023091762655787768	NBN	4683
19028	0.00023038486406373574	TUBB1	81027
21765	0.00022924641771519697	PCLAF	9768
9144	0.00022832860562859204	HLA-DRB1	3123
10033	0.00022768938410552665	ITGA4	3676
8842	0.0002273319173976477	GSTP1	2950
15822	0.0002259773604682014	RPS6KA1	6195
9918	0.00022513382919111386	IL2	3558
21485	0.0002251028107496775	ROCK2	9475
5673	0.00022507894377130194	FASN	2194
17468	0.0002246632143340484	TNFRSF1A	7132
10261	0.00022459850233051183	KDR	3791
20430	0.00022411277210343197	RIPK1	8737
11799	0.0002240492391122145	ASS1	445
20476	0.00022357015021037818	TNFRSF10B	8795
17388	0.00022322483292120177	TGFBR3	7049
15002	0.0002228025086955541	PTGER4	5734
19540	0.00022247673408310302	CASP7	840
11360	0.0002223052936021417	MAOA	4128
5972	0.00022110606351096406	FGFR4	2264
21219	0.00022062558035404166	CD14	929
15352	0.00022050944812999362	PTPRC	5788
16676	0.00021937275109872462	BMP2	650
8828	0.00021922845020659663	GSK3B	2932
5659	0.00021837445810505725	PTK2B	2185
20509	0.00021769979112147908	NRP1	8829
12093	0.00021768915192076554	PNP	4860
9931	0.0002167448939738519	IL6R	3570
9934	0.00021647800890432295	IL7R	3575
4555	0.00021608900834120559	CYP1A1	1543
10827	0.0002160276623895559	LGALS1	3956
17750	0.0002160096753174645	TXNRD1	7296
15603	0.0002159866639195243	RET	5979
9599	0.00021595773913904323	IDH1	3417
9327	0.00021514948671623734	HSPA5	3309
12311	0.0002147914723600779	SERPINE1	5054
9832	0.0002142879652839673	IGFBP7	3490
9163	0.0002142188061742232	HMGB1	3146
12100	0.0002138885271449089	NPM1	4869
10775	0.00021332548714943258	LAMC2	3918
2024	0.0002127280803904439	PLK2	10769
9121	0.00021262489542093013	HK2	3099
7982	0.00021252824841423557	GNB3	2784
13293	0.00021178471367112167	POLD1	5424
17435	0.0002114944231590268	TLR4	7099
11457	0.00021147054284627355	MAP3K5	4217
1976	0.00021124676046728103	POLD3	10714
15595	0.00021112027908937872	BCL2A1	597
18103	0.00021057382395124808	CA12	771
5645	0.00021049887592487648	ALDH2	217
4296	0.0002101570631060448	CTH	1491
17433	0.00021012375314140668	TLR2	7097
10034	0.000210117911654706	ITGA5	3678
5245	0.00020960626854623276	AHR	196
10007	0.0002093488702311463	INSR	3643
17053	0.00020929844033471272	SPTBN1	6711
9922	0.00020889062331993417	IL2RG	3561
7266	0.00020884595706668213	GAPDH	2597
17088	0.00020855797391363434	BRCA2	675
15515	0.00020813718389358165	RARA	5914
13064	0.00020771193261450514	SERPINA1	5265
15041	0.00020746667826814668	PTGS1	5742
9140	0.0002074047040746404	HLA-DQB1	3119
4618	0.00020723891070844973	CYP3A4	1576
5305	0.0002071679461317496	EIF4E	1977
17385	0.0002065864712051671	TGFBR1	7046
9060	0.00020640638587456365	HCK	3055
17493	0.0002062890964441104	C1S	716
9732	0.00020607410809056188	IFNGR1	3459
11899	0.0002052245894242107	MYLK	4638
9722	0.0002046255969048453	IFNB1	3456
1200	0.0002036566530259095	CDK7	1022
9941	0.0002034069172217603	IL10	3586
9308	0.0002029948162575321	BIRC2	329
9169	0.0002025226618227032	HMGCR	3156
9926	0.0002025113959848176	IL4R	3566
9326	0.0002022781791830581	HSPA4	3308
14446	0.0002022017097443929	PRKCZ	5590
3023	0.00020202713240682728	SERPINA3	12
9919	0.00020162649261788127	IL2RA	3559
17922	0.0002016203169852124	VWF	7450
15834	0.000201451764352894	RPS6KA2	6196
4391	0.0002009283445474985	CTSD	1509
14209	0.00020058733879269324	PRKAA2	5563
17374	0.00019998672931747645	TFPI	7035
6345	0.00019984163399234536	FLT3	2322
18032	0.000199412825595299	CA2	760
20409	0.0001989920291671508	ABCC3	8714
3	0.00019895572996978845	CDH2	1000
10073	0.00019858238862223044	JAK3	3718
8794	0.00019835798274464103	TBK1	29110
11521	0.00019827039613130445	MMP3	4314
10079	0.00019766750882934067	JUP	3728
14893	0.00019765527219841615	NUP107	57122
14433	0.00019765264336019862	PRKCQ	5588
5630	0.0001973993236876757	F3	2152
19281	0.00019739607908571635	CDC7	8317
9048	0.00019647677406942903	HBB	3043
14456	0.00019607630902884396	PRKDC	5591
5106	0.00019568006184947663	DNMT1	1786
4455	0.00019540245036578596	CTSS	1520
17485	0.00019445150814922536	TOP1	7150
9996	0.000194359868466354	INS	3630
16710	0.00019433141665373423	SLC1A4	6509
19930	0.00019425876889767564	CAT	847
4540	0.00019425187662465518	ADRB2	154
11327	0.0001938534505132433	SMAD7	4092
11849	0.00019344347198335408	MUC1	4582
8846	0.00019343664208681366	MSH6	2956
1931	0.000192829640274726	CES1	1066
13295	0.00019253845179598115	POLE	5426
17760	0.0001924281944173284	TYK2	7297
10764	0.00019238469547273803	LAMB3	3914
7957	0.00019229871687085763	GLUL	2752
4424	0.00019226842441248063	CTSL	1514
4053	0.00019199544277716824	CSNK1A1	1452
14366	0.0001916647631688045	AXL	558
13148	0.00019145541744994035	PLD1	5337
7694	0.00019137450761983924	GHR	2690
7417	0.00019135867285411268	AMD1	262
12123	0.00019111500136618877	ATP2B1	490
17897	0.00019107961015758646	VDAC1	7416
1177	0.0001908075372164356	CDK5	1020
17596	0.00019030454747429786	TUBB2A	7280
7948	0.00018952652434121717	GLS	2744
13479	0.00018868743041427352	PPARD	5467
9944	0.00018815012920150477	IL11	3589
9077	0.00018807402772317306	CFH	3075
6060	0.0001880203522090314	FKBP5	2289
5958	0.000187705126165974	FGF7	2252
17232	0.00018602419071810908	TAP1	6890
2063	0.00018595937536850868	ADCY2	108
776	0.00018588640118262162	NR1H3	10062
15733	0.00018569164334918969	RORA	6095
9925	0.00018567943088547957	IL4	3565
6892	0.00018525529012105733	G6PD	2539
4429	0.00018491332218720192	CTSV	1515
2450	0.00018484971628703327	CHEK2	11200
11567	0.00018477141457808746	ABCC1	4363
12074	0.00018456194186636569	NNMT	4837
917	0.00018436223800971798	CDH11	1009
17437	0.00018436004225784369	SERPING1	710
1485	0.00018408143987043232	FST	10468
4557	0.0001833074075272757	CYP1A2	1544
15890	0.00018313679041472185	S100A4	6275
11410	0.00018313517436529536	MBP	4155
16730	0.00018304998509223209	SLC2A4	6517
5642	0.0001829415881330228	FABP4	2167
12080	0.0001828972475030917	NOS3	4846
17285	0.00018269920069172442	TCF3	6929
12978	0.0001826961301369422	SERPINF1	5176
21072	0.00018250690103545296	CD4	920
12079	0.0001822243873856981	NOS2	4843
15625	0.000182100589554312	RGS4	5999
13290	0.00018181676406711555	POLA1	5422
9917	0.00018134895594480892	IL1RN	3557
14513	0.00018122350937712777	MAP2K7	5609
21580	0.00018121202195558645	CD40	958
6647	0.00018111584140516047	RIGI	23586
5117	0.00018104002146314657	ABAT	18
2258	0.00018103381720703057	GLIPR1	11010
5949	0.00018031303608847507	FGB	2244
6334	0.00018010435049274748	FLT1	2321
4354	0.0001799835846986688	CTPS1	1503
6870	0.00017971449864447714	FYN	2534
20553	0.00017951595885016904	SPHK1	8877
21444	0.00017946623313684642	ABCG2	9429
12047	0.0001793981376453696	NGF	4803
21923	0.00017936987848983139	MAFB	9935
21427	0.00017930564086153617	CD86	942
12104	0.0001789839803140253	ATP2A2	488
14606	0.00017834776569229064	PROS1	5627
4712	0.00017824036858574006	CYP51A1	1595
6751	0.00017821529648013592	ALOX5	240
10741	0.00017794086038865547	LAMA5	3911
11938	0.0001779406615774395	NCAM1	4684
21460	0.00017787302949806485	MAP4K4	9448
17208	0.00017784220433543648	ADAM17	6868
6603	0.0001776414061148867	PIK3R5	23533
20521	0.00017760758303313225	HDAC3	8841
13088	0.00017742397724680291	PIK3C3	5289
4091	0.00017732875474924637	CSNK2A2	1459
21382	0.00017714690725694596	CD28	940
5168	0.00017701040575477772	AGTR1	185
16961	0.00017688821195826617	SNCA	6622
14376	0.00017681190667022783	PRKCE	5581
1251	0.0001766028906030458	ABCC4	10257
12134	0.00017653691151885416	NTRK1	4914
5988	0.0001765205100110716	FKBP1A	2280
5973	0.00017612413070827956	FGG	2266
10052	0.0001760527276135281	ITGB7	3695
18183	0.0001760318182525931	TUBA1A	7846
13040	0.0001745195792177115	PGF	5228
5625	0.0001744978535409458	F2	2147
12288	0.00017439216905602563	FURIN	5045
7975	0.00017429592818173705	GNAS	2778
5081	0.00017422214055973044	DMD	1756
8738	0.0001735932336615411	ANPEP	290
3991	0.00017352412570319198	CSF1R	1436
17576	0.00017328010531102696	TUBA4A	7277
15281	0.00017306389965636033	PTPN1	5770
21480	0.0001722234593853337	CD34	947
13469	0.00017207384450336317	PPARA	5465
18163	0.00017169440832299462	DDR1	780
9331	0.00017164059821804748	HSPA8	3312
7891	0.000171634316915486	GCLM	2730
9952	0.00017106331448577474	IL13RA1	3597
9328	0.00016994417689708118	XIAP	331
963	0.00016987722906671582	RAD50	10111
17550	0.00016979344003966603	TSC2	7249
6752	0.00016957549330255773	ALOX5AP	241
7837	0.00016951096874893973	GPC3	2719
4603	0.00016940873404164354	CYP2E1	1571
8831	0.00016913411266499055	GSR	2936
17845	0.0001690837538364724	UCP2	7351
10040	0.00016864786174288401	ITGAL	3683
5948	0.00016835827222177782	FGA	2243
9346	0.00016831736913064694	HSPG2	3339
9720	0.0001680847640136622	IFNAR2	3455
10053	0.00016785405439516429	ITGB8	3696
13154	0.0001676273846544297	PLG	5340
5148	0.00016719465426813667	AGT	183
4596	0.00016716124217840456	CYP2C9	1559
14995	0.0001669077343503329	PTGER3	5733
6439	0.0001667642037438285	NEDD4L	23327
18186	0.000166506596404351	IL1R2	7850
17954	0.0001662993069855413	WT1	7490
15984	0.00016607646990503597	CXCL5	6374
19029	0.0001660303519868949	WNT5B	81029
6509	0.00016579960710340976	SIRT1	23411
12452	0.00016555571389896323	GMNN	51053
9400	0.00016555119298808954	APOB	338
9601	0.00016494480357287736	IDH2	3418
5346	0.00016490171714491765	A2M	2
5049	0.00016485877101366504	DHCR24	1718
5542	0.00016419235355829672	EPHX1	2052
9355	0.00016410782976845773	APOA1	335
9153	0.00016368730328204185	HLA-G	3135
21525	0.00016349639302555812	CD38	952
15860	0.00016349536279175133	RPS27	6232
21542	0.0001633972069939031	PTGES	9536
17956	0.0001631190517575973	XDH	7498
21731	0.00016300832252330564	HDAC9	9734
9303	0.00016294863765363	APEX1	328
16701	0.00016292287759859725	SLC1A3	6507
2405	0.00016291245354246135	CHI3L1	1116
17721	0.00016253068802178335	CCR2	729230
15516	0.00016248343257481253	RARB	5915
11532	0.00016247529931907132	MMP13	4322
12757	0.00016236136958991954	PDE4B	5142
9963	0.00016227669682031598	IL15	3600
17110	0.00016215739088340348	STAT4	6775
9921	0.00016199620399489685	IL2RB	3560
14992	0.00016196278276196024	PTGER2	5732
8746	0.0001617505702341453	GRIN2B	2904
7450	0.00016148330091634973	GATA3	2625
9128	0.00016141182020918166	HLA-C	3107
15631	0.0001610845421609184	RGS16	6004
17062	0.00016095651946890615	SREBF1	6720
14224	0.00016085263801267425	PRKAB2	5565
4592	0.00016061579845054482	CYP2B6	1555
7653	0.00016046285165286997	GGT1	2678
4559	0.00016045140113885018	CYP1B1	1545
2	0.0001601822704433809	ADA	100
14489	0.00016003935183259317	MAPK7	5598
20443	0.00015991389020515343	CBS	875
5943	0.00015965560207899568	FEN1	2237
11518	0.00015953340268220196	MME	4311
17317	0.0001594122237164205	BTK	695
7102	0.00015897913850603082	SLC39A6	25800
8742	0.0001587717756590094	GRIN1	2902
10824	0.00015851799975549774	LEPR	3953
10233	0.00015839801400314253	KCNMA1	3778
1428	0.00015814139852954193	YAP1	10413
11944	0.0001577591863501093	NCL	4691
9309	0.00015746291097337633	HSD11B1	3290
20575	0.00015746120022627012	CCNA2	890
12016	0.00015684673384029995	NF1	4763
2623	0.00015642005921044362	MGLL	11343
21037	0.00015615285102620516	OSMR	9180
21406	0.0001561004837137395	CD80	941
12078	0.0001557182867800025	NOS1	4842
11533	0.00015530930627986355	MMP14	4323
17982	0.00015494972435018973	ZAP70	7535
11502	0.00015493605206866524	MLH1	4292
9803	0.00015488040877743224	IGF2R	3482
9107	0.00015484726496036133	PIK3R4	30849
12048	0.00015471130321390738	NGFR	4804
9735	0.0001544467669454712	IFNGR2	3460
9849	0.0001544361093955314	IGHG1	3500
32	0.00015443486773925974	CDH3	1001
7794	0.00015443409916252352	DKK3	27122
16984	0.00015417469250244344	SOAT1	6646
1473	0.00015394551622301432	GPNMB	10457
3134	0.0001536870889257281	CCR1	1230
10268	0.0001534199481232047	ACAT1	38
17057	0.00015327853708537934	SRD5A1	6715
21019	0.00015324388802002536	CD3G	917
3150	0.00015304100147336226	CCR5	1234
11528	0.00015277347110005332	MMP10	4319
5639	0.00015275651144660136	F13A1	2162
19862	0.00015264437352733294	TUBB6	84617
21756	0.00015241084194830137	HDAC4	9759
4835	0.0001523734608287163	DCK	1633
16689	0.00015211390877446272	SLC1A1	6505
9672	0.00015170038828643702	IFNA1	3439
4004	0.00015122504516733532	CSF2RB	1439
17899	0.0001511605889060348	VDAC3	7419
9343	0.00015110703903510554	HSPE1	3336
20313	0.00015102825406461369	RUNX1	861
2166	0.00015088316833778386	EHMT2	10919
4594	0.00015021125195885642	CYP2C19	1557
4402	0.00014964444149024542	CTSG	1511
5612	0.00014960720077729432	ALB	213
10294	0.0001495016099071671	KNG1	3827
14628	0.00014944686815098314	LGMN	5641
1951	0.0001494465350705872	EBP	10682
4600	0.00014909932977456668	CYP2D6	1565
8608	0.00014861104235696962	GRK5	2869
13048	0.0001484046762461662	PGR	5241
4036	0.00014816926052996218	CSK	1445
1396	0.00014782898771244826	TUBB4B	10383
19278	0.00014779477961182738	AXIN2	8313
6693	0.00014779070193608182	LY96	23643
12012	0.0001477518970718695	ATP1A1	476
15948	0.0001473796354791636	SCNN1A	6337
