index	score	claim_name	ncbi_gene_id
4288	3.819653883879074e-05	CCN2	1490
7968	3.819083725587189e-05	GNAI1	2770
1188	3.818952533271731e-05	CDK6	1021
10093	3.817814047617663e-05	AREG	374
12564	3.817527825507528e-05	LEF1	51176
14338	3.817379536388823e-05	PRKAR2B	5577
17487	3.817309406926077e-05	TOP2A	7153
5968	3.8167952794677556e-05	FGFR1	2260
19540	3.8155320246444695e-05	CASP7	840
11447	3.8154705511765465e-05	MEF2C	4208
17974	3.8148613535029654e-05	YES1	7525
10042	3.8146756071003945e-05	ITGAV	3685
9857	3.813494058854185e-05	APP	351
15960	3.813405145131773e-05	CCL3	6348
17576	3.813205404670086e-05	TUBA4A	7277
3406	3.812973649267416e-05	COL3A1	1281
8819	3.8127031862464425e-05	CXCL2	2920
8817	3.8126865602768845e-05	CXCL1	2919
18183	3.812661251308193e-05	TUBA1A	7846
13306	3.812631309485567e-05	GNG2	54331
12838	3.81208307356385e-05	PDGFA	5154
13147	3.81204501707052e-05	PLCG2	5336
12084	3.8106715271986894e-05	NOTCH1	4851
14298	3.810557972173966e-05	PRKAR1A	5573
19090	3.810497734427203e-05	CAMK2A	815
3844	3.8104369818796524e-05	CRK	1398
2357	3.8102700040892105e-05	CHEK1	1111
20615	3.809996473946274e-05	CCND3	896
14765	3.809687218080025e-05	PSMB5	5693
14709	3.809640757219916e-05	PSMA3	5684
17302	3.809573967419151e-05	TCF7L2	6934
3998	3.809119881420141e-05	CSF2	1437
8820	3.808816609135913e-05	CXCL3	2921
9814	3.808379844515589e-05	IGFBP3	3486
15931	3.808198674165385e-05	SCD	6319
5166	3.808117007314498e-05	DUSP6	1848
5161	3.808061476595553e-05	DUSP1	1843
18583	3.807630139031018e-05	SEM1	7979
15822	3.807494660551184e-05	RPS6KA1	6195
9138	3.807389770905504e-05	HLA-DQA1	3117
12869	3.806948174014269e-05	PDGFRB	5159
7973	3.806841998943706e-05	GNAQ	2776
11422	3.80645298239314e-05	MCL1	4170
11933	3.806364138274151e-05	ATF4	468
17382	3.8063555237508793e-05	TGFB3	7043
10012	3.805937076977383e-05	IRAK1	3654
14013	3.8047567829257406e-05	PPP3CA	5530
14907	3.8046413730721145e-05	PSMD8	5714
9022	3.803151359637009e-05	H2AX	3014
14688	3.802966188864135e-05	B2M	567
15870	3.802695069453221e-05	RRM2	6241
17194	3.802570220199753e-05	SYK	6850
7989	3.8022897927388656e-05	GNG11	2791
15315	3.8021008863805815e-05	PTPN6	5777
17436	3.801981047164024e-05	ACTG1	71
14736	3.801889626356208e-05	PSMB2	5690
14755	3.801854104477808e-05	PSMB4	5692
9630	3.8017540627342575e-05	IFI16	3428
20286	3.8017297880255664e-05	CAV1	857
14933	3.801706976353877e-05	PSMD11	5717
17387	3.8010179834363537e-05	TGFBR2	7048
14771	3.800846587665625e-05	PSMB6	5694
14705	3.8001640613099234e-05	PSMA2	5683
17981	3.799908186978476e-05	YWHAZ	7534
14846	3.798936017594021e-05	PSMC5	5705
10284	3.798886729965565e-05	KIT	3815
9331	3.79855465877908e-05	HSPA8	3312
14960	3.798486723960742e-05	PSME2	5721
19127	3.798393324063874e-05	CAMK2B	816
14717	3.798385443753128e-05	PSMA5	5686
20945	3.7983334965134005e-05	CCNE2	9134
13891	3.798259622469014e-05	PPP2R1A	5518
21919	3.7981234469889116e-05	CDC25A	993
2139	3.797836348418068e-05	PPARGC1A	10891
11924	3.7976959678615916e-05	ATF3	467
5056	3.7976392212476754e-05	NQO1	1728
20360	3.797353294354873e-05	IRS2	8660
9152	3.797333462799685e-05	HLA-F	3134
11877	3.797154403370912e-05	MYD88	4615
20437	3.797065228882725e-05	TNFSF10	8743
5971	3.79680690663784e-05	FGFR2	2263
14812	3.796528742090732e-05	PSMB10	5699
9932	3.7964419355860324e-05	IL6ST	3572
14501	3.79641849409113e-05	MAPK13	5603
11866	3.7963114361924575e-05	MYB	4602
14940	3.7961861977717744e-05	PSMD12	5718
13872	3.7958686330739947e-05	PPP2CB	5516
1172	3.7957822258358145e-05	PSME3	10197
14852	3.7955787701480125e-05	PSMC6	5706
21177	3.795554017486577e-05	MAPKAPK2	9261
14198	3.795543955905465e-05	PRKAA1	5562
20411	3.795225905777941e-05	TRADD	8717
9304	3.794945347030537e-05	HES1	3280
4104	3.794937759550956e-05	VCAN	1462
14703	3.794641666987321e-05	PSMA1	5682
14745	3.794428969361117e-05	PSMB3	5691
14835	3.79429638838995e-05	PSMC3	5702
14718	3.7940067250712566e-05	PSMA6	5687
14782	3.7938306101059364e-05	PSMB7	5695
12323	3.7937712383817985e-05	PAK2	5062
14712	3.7937177130136296e-05	PSMA4	5685
9947	3.793461361015331e-05	IL12A	3592
9793	3.793410404479941e-05	APOE	348
14856	3.792975721905714e-05	PSMD1	5707
13119	3.792462928975645e-05	PLA2G4A	5321
14857	3.792390767109612e-05	PSMD2	5708
3410	3.7922641088041215e-05	COL4A1	1282
15505	3.792026565939018e-05	RAP1A	5906
14823	3.7919805571339663e-05	PSMC1	5700
14829	3.7916375793920736e-05	PSMC2	5701
5659	3.791609577385203e-05	PTK2B	2185
19163	3.791601339763209e-05	CAMK2D	817
2757	3.79157516544682e-05	ADCY9	115
14719	3.791387798781051e-05	PSMA7	5688
9915	3.791200322611518e-05	IL1R1	3554
14957	3.791096876066096e-05	PSME1	5720
20349	3.791011401831036e-05	NCOA1	8648
17149	3.790864171108278e-05	AURKA	6790
14483	3.7900391680837896e-05	GNG12	55970
14873	3.7900015892992996e-05	PSMD4	5710
