Gene	Score
17056	0.004505552365637623
17461	0.004203680980691738
17490	0.0033314992391253882
4555	0.002595706509964484
5636	0.0025582249428699965
13094	0.00250596388441596
9127	0.002348970441850182
3023	0.0022882634041820637
15885	0.002135122512163803
7417	0.002114702345889507
17513	0.0020804432588781285
14209	0.0020325569821545474
9910	0.0019996794907123448
4618	0.001981373416564312
5673	0.001957546705099528
12028	0.001918730362454723
15959	0.0019108578782851503
5621	0.001835150828659493
12129	0.0018283417667544224
12135	0.0018008100886366173
4557	0.0017504574357285827
1192	0.001745890852116097
15588	0.001729345788832753
5645	0.0016944771006860914
10078	0.0016872313840566565
17766	0.001670008941967101
11873	0.0016525516313335795
6826	0.0016471876444619064
5346	0.0016369887749126174
8837	0.0016088483786147244
4559	0.0015840828743806424
6060	0.0015793673496075106
9918	0.0015624231428518808
8746	0.001526162819913427
9913	0.0014852810130607454
9128	0.0014296148403440281
15625	0.0014295990892817343
16689	0.0014231293900230453
21444	0.0014212697900019425
4596	0.0014064220442344413
14224	0.0013985796871320128
3389	0.0012960777491107332
4600	0.0012858981988316841
10823	0.0012850795530960756
9067	0.0012628546165870252
13484	0.00125924794006381
13049	0.0012266339900199885
9147	0.0012162347519267204
17071	0.0011948479862447963
4594	0.0011471579400116278
11567	0.0011212966050438364
7982	0.001119478646313663
16993	0.0011113417640747337
3972	0.0010744108999208128
10026	0.0010728032522644535
11974	0.0010709901620873958
4603	0.0010623589033823158
9599	0.0010525400152259238
5245	0.0010448974783291963
9136	0.0010272060069098693
20946	0.0010254904607442479
11154	0.0010142019281812191
9322	0.0009989702359236765
5132	0.0009975645626809676
6813	0.0009898211499591652
3790	0.0009879410545228842
8842	0.0009803108552154751
17469	0.0009752245993549097
9326	0.0009538267166838012
9363	0.0009520499965780801
4540	0.000951300287488786
9126	0.000950931039034165
9068	0.000947275251049683
5627	0.0009023560086899255
9187	0.0009009064918590621
9914	0.0008943013781809887
8762	0.0008736865130048295
9361	0.0008656149194642034
6341	0.0008494468359550844
2195	0.0008414577873492095
9369	0.0008252065064350969
7267	0.0008117448266754078
9144	0.0007972566671182247
11836	0.0007941199266874405
7609	0.0007909584738874446
13437	0.0007882322762038719
13471	0.0007814116237159836
8843	0.0007755027694270201
12123	0.0007729103714356604
7653	0.0007697083834402531
9295	0.0007676423272371494
14573	0.0007676098769462511
17419	0.0007551352800028278
9140	0.0007440585106883939
9145	0.0007288530213031672
13122	0.0007118262532617091
21207	0.000708356757914009
5654	0.0007066988184602414
2542	0.0006985213808731038
7512	0.0006795389053134347
5641	0.000660480422450814
20545	0.0006604707433345037
8839	0.0006583724375532268
5134	0.0006546864288453591
4332	0.0006369142086633587
13470	0.0006364363071878996
13452	0.0006262042819996939
4598	0.0006183965295752375
5117	0.0006113005929557329
9356	0.0006096797381088489
20517	0.0006067356159960782
12017	0.0006045165748883182
12072	0.0006022400436869349
4567	0.0005952546540874444
12142	0.0005946881182401169
5755	0.0005933469657796584
16772	0.0005708868216876291
20521	0.0005707875524104079
17856	0.0005662515956847542
5131	0.000559412789329168
17955	0.0005428507279877862
1964	0.0005403572781701621
9066	0.000537493124844769
11415	0.0005306274072098059
7288	0.0005302388804396286
10824	0.0005294500919784922
17831	0.0005289330734044724
13440	0.0005288231771770179
7938	0.0005280754418575697
16785	0.0005237623486698098
21731	0.0005156042587012056
4574	0.0005082931280388678
12130	0.000504948211687426
6933	0.0004973067518190391
10204	0.0004921796537475975
12027	0.0004913509050682523
13453	0.00048802809535716736
19179	0.0004787604826971514
3510	0.0004765458086657821
12377	0.00047648276865888667
5319	0.0004764268891901739
15364	0.00047589624804680777
21756	0.0004747006004973636
10192	0.00047083863722052467
0	0.0004675490988226243
6382	0.0004654118214253364
4592	0.0004626309212962006
17089	0.0004575230935008963
4454	0.00045465443082742997
12452	0.00044746704261694264
13472	0.00044427944639013905
20535	0.00044046471927517767
16601	0.000440153272197931
4228	0.00043001673357495883
8616	0.0004293277872001367
13438	0.00041938548727730714
18525	0.00041466793605204525
2451	0.0004135440695914261
3562	0.0004130777617884743
4156	0.00041178360760005294
18406	0.0004059925157599572
18316	0.0004058826248681688
14376	0.00040492867356317977
2063	0.000400955045145956
18133	0.00039918235070476806
10056	0.00039789751869284294
7720	0.0003962013208126855
20473	0.0003957560872825961
123	0.0003925012623261446
6400	0.00039049886027025545
2571	0.00039031678758939413
257	0.00038561984020739077
